--- Chunk 0 ---
[5.77-6.25]  Hei!
[224.01-224.47]  svärger
[224.47-224.71]  att
[224.71-224.79]  han
[224.79-224.97]  ska
[224.97-225.27]  finna
[225.27-225.93]  drabsman,
[226.09-226.55]  uransett
[226.55-226.65]  och
[226.65-227.01]  langtid
[227.01-227.15]  av
[227.15-227.21]  i
[227.21-227.41]  tal.
[227.96-228.48]  Det
[228.48-228.56]  är
[228.56-228.66]  så
[228.66-228.92]  att
[228.92-229.06]  det
[229.06-229.30]  ska
[229.30-229.56]  ta
[229.56-229.98]  den
[229.98-230.04]  i
[230.04-230.38]  även
[230.38-230.78]  här
[230.78-231.48]  kostelade
[231.48-232.98]  kostevildet.
[233.24-233.36]  Och
[233.36-233.68]  snart
[233.68-233.94]  sedan
[233.94-234.20]  av
[234.20-234.30]  det
[234.30-234.94]  bevisst
[234.94-235.06]  om
[235.06-235.14]  att
[235.14-235.34]  de
[235.34-235.60]  vet
[235.60-235.94]  vämns
[235.94-236.22]  till
[236.22-236.50]  det
[236.50-237.04]  är.
[237.28-237.40]  Vad
[237.40-237.56]  har
[237.56-237.76]  varit
[237.76-238.14]  så?
[238.52-239.04]  Nej,
[239.04-239.50]  Nej,
[239.50-240.00]  Nej.

--- Chunk 4 ---
[0.00-0.70]  Jeg
[0.70-3.18]  vet
[3.18-3.38]  hva
[3.38-3.52]  må
[3.52-3.74]  man
[3.74-4.34]  er.
[5.42-5.98]  Hva
[5.98-6.12]  hvem
[6.12-6.66]  drepte
[6.66-7.24]  kristin
[7.24-7.42]  i
[7.42-7.62]  svarte
[7.62-7.84]  og
[7.84-9.18]  ståk?
[10.46-10.56]  Nå,
[10.78-10.90]  det
[10.90-10.90]  er
[10.90-11.16]  bakke
[11.16-11.30]  til
[11.30-11.90]  Episod.
[17.30-17.66]  Gjerg
[17.66-17.78]  var
[17.78-18.40]  kanskje
[18.40-19.28]  liten,
[20.26-20.44]  og
[20.44-20.90]  var
[20.90-22.04]  tynn
[22.04-22.32]  litt
[22.32-22.52]  som
[22.52-23.42]  spere.
[24.22-24.42]  Vi
[24.42-24.74]  sjukken
[24.74-25.00]  bor
[25.00-25.20]  på
[25.20-25.62]  virke,
[25.84-25.92]  så
[25.92-26.10]  bra
[26.10-26.32]  er
[26.32-26.64]  forldre
[26.64-26.90]  nere
[26.90-27.22]  i
[27.22-28.78]  fotalbymme.
[29.36-29.96]  Må
[29.96-30.26]  tjutt
[30.26-30.42]  med
[30.42-31.26]  barnesgårn,
[31.40-31.42]  så
[31.42-31.56]  var
[31.56-31.92]  gære
[31.92-32.14]  stort
[32.14-32.44]  sett
[32.44-32.72]  en
[32.72-33.00]  brig
[33.00-33.18]  og
[33.18-33.62]  smilne
[33.62-34.34]  gutt.
[34.50-34.52]  Selme
[34.52-34.84]  ikke
[34.84-35.16]  alt
[35.16-35.70] -vansel
[35.70-36.02]  var
[36.02-36.34]  helt
[36.34-36.60]  som
[36.60-36.98]  gære
[36.98-37.46]  ønskade.
[40.64-41.00]  Han
[41.00-41.12]  ble
[41.12-41.28]  jo
[41.28-41.44]  ofte
[41.44-41.76]  litt
[41.76-42.32]  liten
[42.32-42.52]  og
[42.52-42.80]  litt
[42.80-43.02]  for
[43.02-43.78]  svak
[43.78-44.68]  for
[44.68-44.80]  en
[44.80-45.06]  del
[45.06-45.90]  guttenen
[45.90-46.08]  så
[46.08-46.66]  var
[46.66-47.58]  svårne.
[49.58-50.20]  Det
[50.20-50.54]  takk
[50.54-50.82]  langt
[50.82-50.90]  å
[50.90-51.12]  alle.
[52.56-53.04]  Og
[53.04-53.14]  det
[53.14-53.32]  ble
[53.32-53.56]  jeg
[53.56-53.66]  jo
[53.66-54.04]  mer
[54.04-54.28]  og
[54.28-54.54]  mer
[54.54-55.32]  simpelig,
[55.32-55.52]  de
[55.52-56.04]  første
[56.04-56.38]  årene,
[56.70-56.84]  så
[56.84-56.92]  er
[56.92-57.10]  ikke
[57.10-57.30]  det
[57.30-57.52]  så
[57.52-57.82]  simpelig,
[58.00-58.04]  men
[58.04-58.20]  det
[58.20-58.50]  ble
[58.50-58.76]  jeg
[58.76-59.00]  bare
[59.00-59.24]  de
[59.24-59.70]  simpelig
[59.70-60.10]  når
[60.10-60.40]  du
[60.40-60.90]  blir
[60.90-63.46]  sånn...
[63.46-63.60]  Alle
[63.60-63.74]  vi
[63.74-63.96]  taler
[63.96-64.38]  13
[64.38-64.76]  år
[64.76-65.02]  og
[65.02-65.30]  spiller
[65.30-65.54]  deg
[65.54-65.68]  på
[65.68-66.10]  gutte
[66.10-66.50]  lager
[66.50-67.00]  for
[67.00-67.72]  football.
[67.86-68.04]  Det
[68.04-68.08]  har
[68.08-68.26]  ble
[68.26-68.28]  jeg
[68.28-68.54]  bare
[68.54-68.68]  de
[68.68-69.26]  simpelig.
[70.48-70.88]  Vi
[70.88-71.20]  sa
[71.20-71.40]  jo
[71.40-71.54]  til
[71.54-71.70]  deg,
[71.90-72.06]  men
[72.06-72.34]  du
[72.34-72.68]  er
[72.68-73.04]  jo
[73.04-73.26]  så
[73.26-73.78]  rask.
[74.04-74.04]  Og
[74.04-74.18]  så
[74.18-74.24]  du
[74.24-74.40]  er
[74.40-74.50]  jo
[74.50-74.94]  kjempe
[74.94-75.24]  rast,
[75.38-75.38]  du
[75.38-75.56]  kan
[75.56-75.88]  drim
[75.88-75.98]  ble
[75.98-76.24]  at
[76.24-76.24]  du
[76.24-77.40]  kan...
[78.55-79.11]  Jeg
[79.11-79.67]  har
[79.67-80.49]  andre
[80.49-80.85]  ting,
[81.07-81.09]  og
[81.09-81.23]  det
[81.23-81.71]  er
[81.71-81.99]  de
[81.99-82.63]  største
[82.63-83.15]  gøttene
[83.15-83.37]  kan
[83.37-83.73]  gjøre.
[85.43-85.63]  Nei,
[85.71-85.81]  det
[85.81-85.87]  er
[85.87-85.95]  med
[85.95-86.01]  at
[86.01-86.15]  han
[86.15-86.31]  var
[86.31-86.51]  så
[86.51-86.91]  liten.
[87.29-87.51]  Vi
[87.51-87.99]  snakte
[87.99-88.37]  såpas
[88.37-88.67]  mye
[88.67-88.91]  om
[88.91-88.97]  det
[88.97-89.09]  at
[89.09-89.25]  vi
[89.25-89.53]  ikke
[89.53-89.79]  er
[89.79-90.29]  en
[90.29-90.73]  legger
[90.73-91.03]  for
[91.03-91.11]  å
[91.11-91.77]  se.
[92.19-92.19]  Man
[92.19-92.35]  har
[92.35-92.53]  det
[92.53-92.77]  noen
[92.77-93.09]  sånn
[93.09-93.93]  vækst,
[93.93-94.19]  og
[94.19-94.29]  så
[94.29-94.63]  mangler
[94.63-94.85]  noe
[94.85-95.25]  vækst
[95.25-95.73]  homolog.
[97.47-98.03]  Det
[98.03-98.05]  er
[98.05-98.55]  jordan
[98.55-98.63]  ikke.
[99.73-99.83]  Men
[99.83-100.37]  det
[100.37-100.49]  var
[100.49-100.69]  jo
[100.69-101.15]  såpast,
[101.15-101.41]  da
[101.41-101.61]  vi
[101.61-101.89]  tok
[101.89-102.09]  det
[102.09-102.29]  veldig
[102.29-102.91]  alvorlig,
[103.33-103.69]  og
[103.69-104.09]  nette
[104.09-104.29]  for
[104.29-104.47]  de
[104.47-104.77]  han
[104.77-104.95]  var
[104.95-105.47]  leiseg.
[106.98-107.50]  Og
[107.50-107.64]  så
[107.64-107.74]  har
[107.74-107.94]  man
[107.94-108.20]  med
[108.20-108.86]  kritisk.
[109.04-109.22]  Jeg
[109.22-109.40]  kan
[109.40-109.78]  kroppen
[109.78-110.04]  det
[110.04-110.34]  andre
[110.34-110.76]  veil.
[111.08-111.08]  Hvis
[111.08-111.16]  er
[111.16-111.26]  det
[111.26-111.74]  sånn?
[112.48-112.88]  Hvis
[112.88-112.88]  det
[112.88-112.88]  er
[112.88-112.88]  sånn?
[112.88-113.18]  Hvis
[113.18-113.20]  det
[113.20-113.20]  er
[113.20-113.38]  sånn?
[113.38-113.38]  Hvis
[113.38-113.54]  det
[113.54-113.74]  er
[113.74-113.78]  sånn?
[113.78-113.78]  Hvis
[113.78-113.78]  det
[113.78-113.78]  er
[113.78-114.02]  sånn?
[114.26-114.26]  Hvis
[114.26-114.26]  det
[114.26-114.26]  er
[114.26-114.44]  sånn?
[114.44-114.44]  Hvis
[114.44-114.44]  det
[114.44-114.44]  er
[114.44-114.50]  sånn?
[114.50-114.50]  Hvis
[114.50-114.68]  det
[114.68-114.68]  er
[114.68-114.68]  sånn?
[114.68-114.68]  Hvis
[114.68-114.70]  det
[114.70-114.72]  er
[114.72-114.72]  sånn?
[115.24-115.24]  Hvis
[115.24-115.24]  det
[115.24-115.24]  er
[115.24-115.24]  sånn?
[116.06-116.58]  Hvis
[116.58-116.58]  det
[116.58-116.58]  er
[116.58-116.86]  sånn?
[116.86-116.86]  Hvis
[116.86-116.98]  det
[116.98-116.98]  er
[116.98-117.00]  sånn?
[117.00-117.48]  Hvis
[117.48-117.74]  det
[117.74-117.74]  er
[117.74-117.78]  sånn?
[118.14-118.66]  Hvis
[118.66-119.06]  det
[119.06-119.06]  er
[119.06-119.06]  sånn?
[121.28-121.80]  Hvis
[121.80-123.58]  det
[123.58-123.58]  er
[123.58-123.64]  sånn?
[127.54-128.06]  Hvis
[128.06-128.30]  det
[128.30-128.30]  er
[128.30-130.26]  sånn?
[130.26-130.58]  Hvis
[130.58-130.58]  det
[130.58-130.58]  er
[130.58-131.14]  sånn?
[131.14-131.14]  Hvis
[131.14-131.94]  det
[131.94-131.94]  er
[131.94-131.98]  sånn?
[132.92-132.92]  Hvis
[132.92-133.90]  det
[133.90-133.90]  er
[133.90-133.90]  sånn?
[138.90-139.42]  Siden
[139.42-139.72]  denne
[139.72-140.16]  tråen
[140.16-140.28]  har
[140.28-140.44]  blitt
[140.44-140.56]  en
[140.56-140.84]  slags
[140.84-141.50]  potentiell
[141.50-142.28]  junkende
[142.28-143.32]  mækningdokmentør,
[143.88-144.06]  tenkte
[144.06-144.18]  jeg
[144.18-144.30]  i
[144.30-144.42]  en
[144.42-144.96]  optotering.
[146.60-146.76]  Den
[146.76-147.28]  treppende
[147.28-147.74]  december
[147.74-148.42]  2013,
[149.00-149.16]  drøje
[149.16-149.80]  seksukker
[149.80-150.06]  at
[150.06-150.38]  gjer
[150.38-150.84]  starte
[150.84-151.44]  tråen,
[151.46-151.60]  så
[151.60-151.78]  gynne
[151.78-152.12]  følerle
[152.12-152.34]  sine
[152.34-152.56]  i
[152.56-152.64]  en
[152.64-153.02]  status.
[154.92-155.18]  Jeg
[155.18-155.22]  blitt
[155.22-155.50]  noe
[155.50-155.94]  fysisk
[155.94-156.14]  av
[156.14-156.54]  henger,
[156.84-156.98]  for
[156.98-157.28]  en
[157.28-158.18]  meddumsterk
[158.18-158.38]  for
[158.38-158.96]  kjølser,
[159.00-159.14]  når
[159.14-159.14]  jeg
[159.14-159.38]  går
[159.38-159.82]  totet
[159.82-160.00]  tre
[160.00-160.18]  dag
[160.18-160.98]  gruten.
[161.10-161.54]  Jeg
[161.54-161.60]  er
[161.60-161.72]  ikke
[161.72-162.34]  utholdtlig.
[162.94-163.04]  Men
[163.04-163.14]  når
[163.14-163.24]  jeg
[163.24-163.66]  presterer
[163.66-163.98]  dårl
[163.98-164.06]  opp
[164.06-164.42]  jobb,
[164.42-164.50]  og
[164.50-164.76]  brunner
[164.76-165.38]  angst,
[165.58-165.70]  som
[165.70-165.78]  var
[165.78-166.12]  derfor
[166.12-166.30]  er
[166.30-166.56]  roen
[166.56-167.68]  og...
[167.18-167.50]  Det
[167.50-167.76]  lette
[167.76-167.92]  og
[167.92-168.22]  unsjule
[168.22-168.38]  at
[168.38-168.46]  det
[168.46-168.60]  bare
[168.60-168.76]  skal
[168.76-168.94]  ta
[168.94-169.54]  litt.
[170.90-170.96]  Nå
[170.96-171.14]  han
[171.14-171.22]  kan
[171.22-171.28]  jeg
[171.28-171.70]  merket,
[171.88-172.00]  er
[172.00-172.06]  det
[172.06-172.20]  tekk
[172.20-172.30]  i
[172.30-172.62]  gilder
[172.62-172.70]  å
[172.70-172.98]  skrive
[172.98-173.16]  på
[173.16-174.10]  formet,
[174.10-174.28]  eller
[174.28-174.66]  chatte
[174.66-174.72]  med
[174.72-175.06]  folk.
[175.68-175.74]  Men
[175.74-175.96]  mindre
[175.96-176.16]  har
[176.16-176.34]  noe
[176.34-176.80]  innebors.
[179.68-180.12]  Uff,
[180.32-180.44]  den
[180.44-180.98]  drån
[180.98-181.02]  at
[181.02-181.50]  flist.
[182.06-182.08]  Jeg
[182.08-182.54]  vetet
[182.54-182.72]  vil
[182.72-182.82]  ikke
[182.82-182.94]  ha
[182.94-183.24]  forrumme
[183.24-183.40]  for
[183.40-184.32]  moralprekning,
[184.84-184.88]  men
[184.88-185.22]  slikte
[185.22-185.58]  hørs
[185.58-185.80]  ut,
[185.92-186.06]  kommer
[186.06-186.32]  dette
[186.32-186.54]  bare
[186.54-186.68]  å
[186.68-186.92]  gå
[186.92-187.28]  en
[187.28-187.66]  vei,
[187.88-188.00]  og
[188.00-188.22]  inne
[188.22-188.62]  stine,
[188.94-189.00]  er
[189.00-189.10]  du
[189.10-189.30]  klar
[189.30-189.48]  over
[189.48-189.72]  det.
[190.70-191.14]  Klassisk
[191.14-191.30]  å
[191.30-191.66]  tænke,
[192.02-192.02]  jeg
[192.02-192.16]  skal
[192.16-192.50]  slute
[192.50-192.74]  etter
[192.74-193.04]  næste
[193.04-193.56]  gang.
[194.34-194.40]  Hvis
[194.40-194.54]  du
[194.54-194.78]  er
[194.78-195.02]  litt
[195.02-195.30]  alt
[195.30-195.74]  mener
[195.74-195.82]  at
[195.82-195.92]  du
[195.92-196.08]  kan
[196.08-196.38]  slute
[196.38-196.76]  nå,
[196.99-197.47]  Jo,
[197.47-197.57]  er
[197.57-197.77]  det.
[198.55-198.67]  Og
[198.67-198.99]  takk
[198.99-199.11]  for
[199.11-199.19]  at
[199.19-199.27]  du
[199.27-199.45]  håller
[199.45-199.69]  så
[199.69-199.87]  opp
[199.87-199.89]  det
[199.89-200.21]  tilt.
[204.77-205.21]  Som
[205.21-205.57]  regel
[205.57-206.15]  bruker
[206.15-206.37]  bare
[206.37-206.79]  to
[206.79-207.01]  til
[207.01-207.25]  tre
[207.25-207.49]  nage
[207.49-207.91]  ryken.
[208.75-208.81]  Så
[208.81-209.01]  skal
[209.01-209.19]  du
[209.19-209.37]  lov
[209.37-209.59]  mitt,
[209.77-209.83]  er
[209.83-210.05]  det
[210.05-210.39]  til
[210.39-210.99]  hallyka,
[211.29-211.35]  og
[211.35-211.49]  så
[211.49-211.79]  dritt
[211.79-212.67]  resten.
[213.33-213.45]  Siden
[213.45-213.69]  for
[213.69-213.99]  bruket
[213.99-214.25]  mitt
[214.25-214.45]  er
[214.45-214.57]  så
[214.57-214.71]  på
[214.71-215.15]  slite,
[215.41-215.51]  er
[215.51-215.55]  det
[215.55-215.69]  ikke
[215.69-216.29]  forvandeske
[216.29-216.75]  lønsklet
[216.75-217.09]  eller
[217.09-217.29]  ta
[217.29-217.71]  pøser.
[218.61-218.69]  Men
[218.69-218.97]  problem
[218.97-219.23]  er
[219.23-219.33]  at
[219.33-219.41]  det
[219.41-219.55]  ikke
[219.55-219.63]  har
[219.63-219.95]  lyst.
[223.15-223.59]  Jeg
[223.59-223.69]  vet,
[223.91-224.05]  at
[224.05-224.21]  du
[224.21-224.57]  kursen
[224.57-224.73]  du
[224.73-224.93]  har
[224.93-225.07]  det
[225.07-225.15]  og
[225.15-225.27]  har
[225.27-225.37]  du
[225.37-225.71]  tænker.
[226.54-226.92]  A
[226.92-227.16]  typet
[227.16-227.34]  du
[227.34-227.50]  føler
[227.50-227.66]  seg
[227.66-228.22]  slattet
[228.22-228.42]  seg
[228.42-228.68]  kvare
[228.68-228.86]  om
[228.86-228.92]  du
[228.92-229.08]  går
[229.08-229.68]  utene
[229.68-229.76]  i
[229.76-230.24]  stund.
[230.70-231.08]  Typen,
[231.20-231.56]  jess,
[231.90-232.00]  er
[232.00-232.08]  jo
[232.08-232.12]  ikke
[232.12-232.26]  noe
[232.26-232.56]  salle
[232.56-233.00]  av
[233.00-233.18]  gang
[233.18-233.36]  i
[233.36-233.44]  det
[233.44-233.58]  hele
[233.58-234.02]  tatt.
[234.66-235.04]  Akulane
[235.04-235.40]  heller
[235.40-235.64]  om
[235.64-235.70]  er
[235.70-235.82]  jo
[235.82-235.92]  ikke
[235.92-236.72]  astig.
[237.24-237.62]  Newsflash,
[238.18-238.22]  du
[238.22-238.36]  har
[238.36-238.60]  redde
[238.60-239.08]  langt
[239.08-239.40]  forbi
[239.40-239.58]  av
[239.58-239.76]  gang
[239.76-239.94]  i.

--- Chunk 5 ---
[0.00-0.16]  Du
[0.16-0.40]  lurer
[0.40-0.62]  der
[0.62-0.88]  skølte
[0.88-1.10]  å
[1.10-1.38]  trune
[1.38-1.56]  å
[1.56-1.74]  gale,
[2.00-2.04]  og
[2.04-2.16]  når
[2.16-2.28]  du
[2.28-2.70]  faktisk
[2.70-3.20]  inser
[3.20-3.34]  er
[3.34-3.84]  skølg,
[4.08-4.14]  så
[4.14-4.22]  er
[4.22-4.30]  det
[4.30-4.70]  virkelig
[4.70-5.08]  langt
[5.08-5.26]  inn
[5.26-5.26]  i
[5.26-5.72]  det.
[6.22-6.28]  Jeg
[6.28-6.36]  kan
[6.36-6.56]  godt
[6.56-6.72]  et
[6.72-6.86]  tæde
[6.86-7.20]  i
[7.20-7.28]  en
[7.28-7.66]  ting.
[7.96-8.08]  Sjert
[8.08-8.24]  på
[8.24-8.38]  det
[8.38-8.60]  ikke
[8.60-8.84]  med
[8.84-9.02]  en
[9.02-9.28]  gang,
[9.42-9.42]  så
[9.42-9.50]  er
[9.50-9.68]  så
[9.68-9.92]  synes
[9.92-10.40]  livet
[10.40-10.50]  å
[10.50-10.62]  høre
[10.62-10.62]  et
[10.62-10.90]  lagt.
[13.08-13.22]  Jeg
[13.22-13.38]  har
[13.38-13.82]  faktisk
[13.82-14.34]  inset
[14.34-14.52]  at
[14.52-14.62]  det
[14.62-14.70]  er
[14.70-15.74]  avinget.
[16.14-16.54]  Problemet
[16.54-16.60]  med
[16.60-16.88]  et,
[17.06-17.22]  er
[17.22-17.30]  bare
[17.30-17.46]  at
[17.46-17.54]  jeg
[17.54-17.66]  ikke
[17.66-17.92]  brim
[17.92-18.14]  om
[18.14-18.44]  vilken
[18.44-18.70]  varje
[18.70-18.98]  går.
[20.64-20.98]  Kort
[20.98-21.28]  sagt
[21.28-21.48]  så
[21.48-21.82]  driter
[21.82-22.06]  du
[22.06-22.28]  i
[22.28-22.44]  om
[22.44-22.50]  du
[22.50-22.68]  blir
[22.68-22.98]  nærk
[22.98-23.02]  om
[23.02-23.60]  man,
[23.60-23.92]  då
[23.92-24.06]  er
[24.06-24.18]  det
[24.18-24.30]  ikke
[24.30-24.64]  smørke
[24.64-24.82]  mer
[24.82-24.98]  å
[24.98-25.14]  gjøre.
[26.92-27.40]  Ikke
[27.40-27.58]  for
[27.58-27.58]  å
[27.58-27.84]  være
[27.84-28.76]  respektløs,
[29.06-29.10]  men
[29.10-29.30]  for
[29.30-29.48]  alle
[29.48-30.24]  fremsteden
[30.24-30.58]  dråm
[30.58-30.74]  som
[30.74-30.88]  et
[30.88-31.24]  inblik
[31.24-31.48]  i
[31.48-31.58]  en
[31.58-31.82]  person
[31.82-32.06]  som
[32.06-32.20]  har
[32.20-32.24]  på
[32.24-32.46]  veien
[32.46-32.60]  ned
[32.60-32.70]  i
[32.70-33.24]  augren.
[34.80-34.84]  Hva
[34.84-34.88]  er
[34.88-34.88]  det
[34.88-35.06]  som
[35.06-35.36]  gjør?
[35.58-35.60]  Og
[35.60-35.70]  det
[35.70-36.02]  bruker
[36.02-36.22]  her
[36.22-36.38]  og
[36.38-36.64]  in,
[36.68-36.86]  for
[36.86-36.86]  å
[36.86-37.06]  komme
[37.06-37.22]  deg
[37.22-37.48]  gjennom
[37.48-37.64]  deg.
[41.60-42.08]  I
[42.08-42.66]  barndommen
[42.66-42.92]  var
[42.92-43.06]  det
[43.06-43.22]  også
[43.22-43.52]  gære
[43.52-43.76]  en
[43.76-44.04]  kjapp
[44.04-44.36]  og
[44.36-45.02]  uredgut,
[45.14-45.34]  kanskje
[45.34-45.60]  litt
[45.60-46.08]  liten
[46.08-46.32]  eller
[46.32-46.44]  det
[46.44-46.46]  er
[46.46-46.76]  vakfalt
[46.76-46.92]  så
[46.92-47.30]  opplevde
[47.30-47.44]  han
[47.44-47.56]  så
[47.56-47.88]  selv
[47.88-48.10]  som
[48.10-48.36]  det,
[48.66-48.78]  men
[48.78-49.06]  men
[49.06-49.46]  store
[49.46-50.10]  oppdager
[50.10-50.50]  trang.
[50.96-51.08]  Og
[51.08-51.20]  da
[51.20-51.36]  gære
[51.36-51.52]  var
[51.52-52.26]  brigtoller
[52.26-52.42]  og
[52.42-52.66]  ikke
[52.66-53.36]  sjuneklasse,
[53.88-53.92]  var
[53.92-54.04]  det
[54.04-54.40]  andre
[54.40-55.00]  smoppdager
[55.00-55.56]  hamn
[55.56-55.58]  også.
[56.46-57.02]  Han
[57.02-57.50]  var
[57.50-58.14]  veldig
[58.14-59.04]  svøtt.
[60.52-61.02]  Blondklang
[61.02-61.38]  to
[61.38-61.50]  er
[61.50-61.74]  ganske
[61.74-62.34]  liten,
[63.18-63.36]  kjapp
[63.36-63.46]  i
[63.46-64.24]  kjepten,
[64.42-64.46]  var
[64.46-64.62]  det
[64.62-64.76]  som
[64.76-65.02]  altid
[65.02-65.18]  noen
[65.18-65.56]  kommentare
[65.56-65.78]  på
[65.78-66.14]  lurer.
[66.78-67.12]  Panille
[67.12-67.56]  ikke
[67.56-67.98]  parer
[67.98-68.16]  litt
[68.16-68.46]  klassen
[68.46-68.72]  til
[68.72-69.10]  gair.
[69.50-69.52]  Så
[69.52-69.62]  det
[69.62-69.78]  var
[69.78-70.16]  første
[70.16-70.40]  hele
[70.40-70.68]  trinde
[70.68-71.06]  deres
[71.06-71.18]  en
[71.18-71.40]  gang
[71.40-71.56]  skulle
[71.56-71.78]  par
[71.78-71.94]  la
[71.94-72.10]  i
[72.10-72.54]  sammen,
[72.72-72.80]  at
[72.80-72.96]  det
[72.96-73.24]  egentlig
[73.24-73.76]  møttes
[73.76-74.08]  egentlig.
[74.86-74.86]  Og
[74.86-74.92]  det
[74.92-75.08]  var
[75.08-75.52]  gair
[75.52-75.76]  som
[75.76-76.04]  togte
[76.04-76.42]  første
[76.42-76.66]  steg.
[79.20-79.76]  Han
[79.76-80.58]  spøtte
[80.58-80.92]  min
[80.92-81.86]  bestningene
[81.86-82.10]  var
[82.10-82.30]  det
[82.30-82.30]  er
[82.30-82.58]  panille
[82.58-82.90]  liker
[82.90-82.92]  og
[82.92-83.56]  slakker.
[84.26-84.36]  Så
[84.36-84.60]  sa
[84.60-86.28]  hun...
[86.28-86.72]  Hun
[86.72-86.88]  liker
[86.88-86.96]  å
[86.96-87.10]  snakke
[87.10-87.32]  om
[87.32-87.78]  hest.
[89.42-89.50]  Så
[89.50-89.70]  kom
[89.70-89.90]  han
[89.90-90.08]  til
[90.08-90.18]  meg
[90.18-90.28]  å
[90.28-90.46]  snakke
[90.46-90.66]  om
[90.66-91.10]  hesta.
[91.54-91.54]  Uten
[91.54-91.64]  at
[91.64-91.82]  han
[91.82-92.08]  nøyste
[92.08-92.30]  noen
[92.30-92.44]  ting
[92.44-92.62]  om
[92.62-92.98]  hest.
[93.96-94.08]  Så
[94.08-94.46]  det
[94.46-94.46]  er
[94.46-94.64]  litt
[94.64-94.88]  under
[94.88-95.78]  første
[95.78-96.38]  minne
[96.38-96.60]  jeg
[96.60-96.64]  har
[96.64-96.94]  hvert
[96.94-97.42]  handet.
[98.58-99.02]  Alveverligt
[99.02-99.38]  sånn
[99.38-99.92]  små
[99.92-100.66]  reddhand,
[100.68-100.86]  fordi
[100.86-101.00]  han
[101.00-101.20]  har
[101.20-101.52]  ligesåg
[101.52-101.60]  om
[101.60-101.80]  han
[101.80-101.82]  var
[101.82-102.02]  så
[102.02-102.24]  rask
[102.24-102.38]  i
[102.38-103.22]  kommentarnet.
[103.64-103.64]  Og
[103.64-103.74]  han
[103.74-104.18]  hadde
[104.18-104.68]  snakket
[104.68-104.92]  veldig
[104.92-105.12]  godt
[105.12-105.26]  for
[105.26-105.40]  seg
[105.40-106.06]  da.
[106.96-107.26]  Gerva
[107.26-107.42]  på
[107.42-107.54]  mange
[107.54-107.84]  måtte
[107.84-108.14]  chef,
[108.18-108.30]  nei
[108.30-108.52]  klasse.
[109.70-109.72]  Han
[109.72-109.92]  var
[109.92-110.44]  den
[110.44-111.02]  gutter
[111.02-111.16]  så
[111.16-111.76]  optil,
[112.28-112.46]  og
[112.46-112.62]  som
[112.62-112.90]  egentlig
[112.90-113.06]  var
[113.06-113.46]  fyrlskare.
[120.53-120.93]  Først
[120.93-121.01]  i
[121.01-121.33]  gangen
[121.33-121.57]  vi
[121.57-122.63]  fik.
[123.73-123.81]  Er
[123.81-123.87]  du
[123.87-124.03]  det
[124.03-124.61]  besakter
[124.61-124.77]  at
[124.77-124.91]  en
[124.91-125.13]  gaje
[125.13-125.33]  var
[125.33-125.49]  en
[125.49-126.59]  ledertripe?
[128.25-128.57]  Ja,
[128.57-128.83]  det
[128.83-128.99]  var
[128.99-129.17]  jo
[129.17-129.51]  da.
[131.13-131.45]  I
[131.45-133.37]  450
[133.37-133.87]  kjettet
[133.87-134.31]  klasse.
[134.79-134.93]  Det
[134.93-135.13]  var
[135.13-135.97]  jo
[135.97-136.59]  ikke
[136.59-136.77]  noe
[136.77-136.93]  vi
[136.93-137.07]  hadde
[137.07-137.19]  i
[137.19-137.75]  flakkjettet
[137.75-137.89]  over
[137.89-138.05]  i
[138.05-138.13]  det
[138.13-138.33]  hele
[138.33-138.95]  tot.
[139.57-139.65]  Og
[139.65-139.95]  tanske
[139.95-140.15]  møre
[140.15-141.19]  det.
[141.79-141.97]  Det
[141.97-142.01]  er
[142.01-142.31]  etter
[142.31-142.47]  til
[142.47-142.65]  så
[142.65-142.79]  har
[142.79-142.89]  vi
[142.89-143.07]  å
[143.07-143.39]  påstå
[143.39-143.57]  til
[143.57-143.73]  at
[143.73-143.75]  han
[143.75-143.89]  bare
[143.89-144.09]  jo
[144.09-144.63]  det.
[146.15-146.15]  Vi
[146.15-146.33]  ser
[146.33-146.61]  gaje
[146.61-146.73]  i
[146.73-146.87]  form
[146.87-147.07]  på
[147.07-147.27]  noen
[147.27-147.49]  og
[147.49-147.89]  gjør
[147.89-148.03]  det.
[148.07-148.47]  Skulle
[148.47-148.75]  alde
[148.75-148.91]  gjøre
[148.91-149.05]  det.
[149.71-150.17]  Nå
[150.17-150.25]  kan
[150.25-150.39]  jeg
[150.39-150.57]  ikke
[150.57-150.81]  gabe
[150.81-150.95]  meg,
[150.95-151.09]  så
[151.09-151.21]  jeg
[151.21-151.25]  synes
[151.25-151.45]  det
[151.45-152.11]  table.
[156.49-156.59]  Jeg
[156.59-156.69]  var
[156.69-156.91]  nok
[156.91-157.13]  ikke
[157.13-157.45]  en
[157.45-157.79]  en
[157.79-159.17]  lederskapsen,
[159.35-159.35]  men
[159.35-159.35]  jeg
[159.35-159.41]  var
[159.41-160.03]  utdruckende
[160.03-160.65]  positivt,
[160.65-160.73]  så
[160.73-160.83]  jeg
[160.83-160.87]  var
[160.87-161.13]  nok
[161.13-162.61]  en.
[162.61-162.89]  En
[162.89-163.81]  negativerlement
[163.81-163.97]  til
[163.97-163.99]  å
[163.99-164.19]  se
[164.19-164.61]  for
[164.61-165.25]  lærans
[165.25-166.09]  ståsted.
[169.73-170.19]  Engang,
[171.85-171.99]  så
[171.99-172.41]  da
