--- Chunk 0 ---
[5.37-5.85]  Hei!
[195.89-195.99]  å
[195.99-196.45]  stukke.
[198.67-199.11]  En
[199.11-199.43]  samme
[199.43-199.73]  kveld
[199.73-199.81]  i
[199.81-200.37]  1999
[200.37-200.73]  blir
[200.73-201.41]  tollorgamere
[201.41-201.53]  i
[201.53-201.85]  Christian
[201.85-202.23] -gjul
[202.23-202.33]  i
[202.33-202.81]  Hannesen,
[203.07-203.25]  funnet
[203.25-203.75]  kvalt
[203.75-203.83]  et
[203.83-204.43]  skogalt
[204.43-204.69]  i
[204.69-204.99]  bygda
[204.99-205.45]  mørk
[205.45-205.85]  utenfor
[205.85-206.17]  lørvik.
[207.87-208.31]  Politiet
[208.31-208.47]  i
[208.47-208.73]  mene
[208.73-209.11]  skal
[209.11-209.41]  klare
[209.41-209.75]  løse
[209.75-210.13]  saken
[210.13-210.59]  raskt.
[211.25-211.31]  Det
[211.31-211.89]  var
[211.89-212.29]  hundripenen
[212.29-212.65]  sikkert,
[212.69-212.75]  men
[212.75-212.89]  det
[212.89-213.05]  gikk
[213.05-213.19]  i
[213.19-213.87]  rettidags,
[214.05-214.21]  og
[214.21-214.41]  det
[214.41-214.99]  føggette.
[216.51-216.77]  Da
[216.77-216.97]  man
[216.97-217.57]  politiet
[217.57-217.79]  hadde
[217.79-218.27]  tiltalt
[218.27-218.77]  slippes
[218.77-219.23]  fri,
[219.35-219.39]  og
[219.39-219.77]  politiet
[219.77-220.05]  står
[220.05-220.69]  utenspor,
[221.25-221.33]  så
[221.33-221.47]  tar
[221.47-221.83]  far
[221.83-222.07]  til
[222.07-222.41]  Christian
[222.41-222.69]  over
[222.69-223.07]  saken.
[223.67-223.89]  Han
[223.89-224.39]  sverger
[224.39-224.59]  at
[224.59-224.69]  han
[224.69-224.81]  skal
[224.81-225.19]  finne
[225.19-225.99]  drapsmannen,
[226.05-226.39]  uansett
[226.39-226.59]  å
[226.59-226.73]  lang
[226.73-226.91]  tid
[226.91-227.05]  det
[227.05-227.11]  vi
[227.11-227.27]  tar.
[227.98-228.38]  Jeg
[228.38-228.60]  sa
[228.60-228.74]  deg
[228.74-228.88]  at
[228.88-229.00]  jeg
[229.00-229.16]  skal
[229.16-229.40]  ta
[229.40-229.74]  den
[229.74-230.28]  jævn
[230.28-230.48]  her
[230.48-230.90]  på
[230.90-231.38]  kostevade,
[231.38-232.02]  kostevil.
[233.12-233.24]  Og
[233.24-233.62]  snart
[233.62-233.76]  ser
[233.76-233.88]  han
[233.88-234.72]  overbevist
[234.72-234.96]  om
[234.96-235.08]  at
[235.08-235.20]  han
[235.20-235.40]  vet
[235.40-235.70]  hvem
[235.70-235.90]  den
[235.90-236.28]  skilde
[236.28-236.40]  jeg
[236.40-236.56]  er.
[237.20-237.28]  Og
[237.28-237.40]  da
[237.40-237.56]  var
[237.56-237.68]  det
[237.68-238.02]  så.
[238.44-238.84]  Nei,
[239.02-239.20]  nei,
[239.50-239.68]  nei.

--- Chunk 4 ---
[0.00-0.10]  Det
[0.10-2.32]  er...
[2.32-2.80]  men
[2.80-2.88]  jeg
[2.88-3.08]  vet
[3.08-3.24]  å
[3.24-3.34]  være
[3.34-3.54]  månne
[3.54-3.68]  er.
[5.38-5.80]  Hva
[5.80-5.92]  er
[5.92-6.14]  Vem
[6.14-6.58]  drepte
[6.58-7.04]  Kristin
[7.04-7.40]  i
[7.40-8.26]  Svartråstokk?
[10.02-10.40]  Nå,
[10.72-11.04]  tilbake
[11.04-11.20]  til
[11.20-11.48]  episode.
[16.86-17.50]  Jeg
[17.50-17.66]  var
[17.66-18.10]  ganske
[18.10-19.10]  liten.
[20.26-20.36]  Han
[20.36-20.54]  var
[20.54-21.26]  tynn.
[21.96-22.22]  Litt
[22.22-22.38]  som
[22.38-22.96]  spet.
[24.16-24.34]  Hva
[24.34-24.66]  kjøken
[24.66-24.96]  borde
[24.96-25.14]  på
[25.14-25.50]  virke,
[25.64-25.86]  så
[25.86-26.18]  blære
[26.18-26.68]  forildrene
[26.68-27.04]  bjør
[27.04-27.16]  i
[27.16-27.70]  gottorarne
[27.70-27.92]  i
[27.92-28.50]  fotalbume.
[29.36-29.86]  Mot
[29.86-30.30]  slutten
[30.30-30.38]  av
[30.38-30.74]  barnisk
[30.74-31.16]  ordene
[31.16-31.40]  var
[31.40-31.74]  gair
[31.74-32.04]  stort
[32.04-32.24]  sett
[32.24-32.54]  en
[32.54-32.88]  bliv
[32.88-33.08]  og
[33.08-33.56]  smilende
[33.56-34.00]  gutt.
[34.36-34.44]  Selv
[34.44-34.50]  om
[34.50-34.66]  ikke
[34.66-35.00]  alt
[35.00-35.52]  vansel
[35.52-35.88]  var
[35.88-36.24]  helt
[36.24-36.46]  sånn
[36.46-36.62]  som
[36.62-36.90]  gair
[36.90-37.24]  ønsker
[37.24-37.38]  det.
[40.50-40.92]  Han
[40.92-41.04]  ble
[41.04-41.36]  ofte
[41.36-41.64]  litt
[41.64-42.12]  liten
[42.12-42.40]  og
[42.40-42.64]  litt
[42.64-42.84]  for
[42.84-43.28]  svar
[43.28-44.12]  for
[44.12-44.78]  de
[44.78-45.76]  guttene
[45.76-45.92]  som
[45.92-46.14]  var
[46.14-47.34]  ståret.
[48.98-49.66]  Og
[49.66-50.10]  det
[50.10-50.74]  takklande
[50.74-50.82]  og
[50.82-51.00]  alle.
[52.50-53.06]  Det
[53.06-53.32]  blir
[53.32-53.96]  mer
[53.96-54.14]  og
[54.14-54.32]  mer
[54.32-55.16]  synlig.
[55.42-55.42]  De
[55.42-55.90]  første
[55.90-56.42]  årener
[56.42-56.84]  er
[56.84-57.02]  ikke
[57.02-57.18]  det
[57.18-57.38]  så
[57.38-57.78]  synlig,
[57.86-57.94]  men
[57.94-58.10]  det
[58.10-58.36]  blir
[58.36-59.06]  veldig
[59.06-59.58]  synlig
[59.58-59.78]  når
[59.78-60.00]  du
[60.00-60.76]  blir
[60.76-62.84]  sånn
[62.84-63.54]  11
[63.54-63.84] -12
[63.84-64.28] -13
[64.28-64.54]  år
[64.54-64.74]  og
[64.74-65.26]  spiller
[65.26-65.52]  på
[65.52-65.98]  gutte
[65.98-66.30]  lage
[66.30-66.90]  på
[66.90-67.36]  fotball.
[67.86-67.96]  Da
[67.96-68.16]  blir
[68.16-68.34]  det
[68.34-68.54]  veldig
[68.54-69.00]  synlig.
[70.58-70.80]  Vi
[70.80-71.12]  sa
[71.12-71.42]  til,
[71.62-71.94]  men
[71.94-72.22]  du
[72.22-72.50]  er
[72.50-72.76]  jo
[72.76-73.08]  så
[73.08-73.76]  rask.
[73.94-74.18]  Du
[74.18-74.28]  er
[74.28-74.86]  kjemper
[74.86-75.20]  rask.
[75.28-75.30]  Du
[75.30-75.46]  kan
[75.46-75.92]  drimble,
[76.00-76.12]  du
[76.12-76.36]  kan
[76.36-77.28]  ...
[77.31-77.75]  Jeg
[77.75-79.19]  gjør
[79.19-79.51]  å
[79.51-80.01]  gjøre
[80.01-80.41]  andre
[80.41-80.67]  ting,
[80.87-81.07]  enn
[81.07-81.15]  det
[81.15-81.49]  er
[81.49-81.49]  de
[81.49-82.41]  største
[82.41-83.01]  guttene
[83.01-83.23]  kan
[83.23-83.51]  gjøre.
[85.43-86.01]  Han
[86.01-86.19]  var
[86.19-86.35]  så
[86.35-86.85]  liten.
[87.19-87.45]  Vi
[87.45-87.89]  snakte
[87.89-88.25]  soppas
[88.25-88.59]  mye
[88.59-88.75]  om
[88.75-88.85]  det,
[89.01-89.01]  at
[89.01-89.13]  vi
[89.13-89.35]  gikk
[89.35-89.55]  til
[89.55-89.81]  en
[89.81-90.61]  legge
[90.61-90.79]  for
[90.79-90.95]  å
[90.95-91.19]  se.
[91.81-92.07]  Man
[92.07-92.41]  hadde
[92.41-92.71]  noen
[92.71-93.81]  vækst,
[93.81-94.11]  man
[94.11-94.59]  glemte
[94.59-94.75]  noe
[94.75-95.19]  vækst
[95.19-95.67]  hommorna.
[97.31-97.91]  Det
[97.91-98.03]  er
[98.03-98.17]  jo
[98.17-98.55]  rannige.
[99.63-99.71]  Men
[99.71-99.87]  det
[99.87-100.45]  var
[100.45-100.55]  jo
[100.55-101.05]  soppas,
[101.19-101.37]  at
[101.37-101.51]  vi
[101.51-101.91]  tokte
[101.91-102.21]  veldig
[102.21-102.83]  alvorlig
[102.83-103.07]  og
[103.07-104.01]  nettopp
[104.01-104.21]  for
[104.21-104.31]  de
[104.31-104.71]  handler
[104.71-105.27]  seg
[105.27-105.85]  for
[105.85-105.99]  det.
[107.10-107.64]  Han
[107.64-107.80]  var
[107.80-108.08]  mer
[108.08-108.72]  kritisk.
[109.06-109.14]  Det
[109.14-109.20]  er
[109.20-109.28]  ikke
[109.28-109.36]  en
[109.36-109.70]  kroppen
[109.70-109.86]  det
[109.86-110.28]  andre
[110.28-110.46]  var.
[112.58-113.12]  Hvis
[113.12-113.92]  han
[113.92-114.14]  hadde
[114.14-114.76]  utstående
[114.76-115.12]  ure
[115.12-115.26]  den
[115.26-115.48]  beror
[115.48-115.60]  du
[115.60-115.74]  skulle?
[115.96-116.24]  Ja,
[116.46-116.68]  han
[116.68-116.94]  var
[116.94-118.48]  helt
[118.48-118.94]  flotte
[118.94-119.16]  ure.
[122.42-122.96]  Han
[122.96-123.20]  så
[123.20-124.04]  lytter
[124.04-124.16]  oss,
[124.16-124.40]  så
[124.40-124.44]  er
[124.44-124.52]  det
[124.52-124.72]  ikke
[124.72-124.88]  hva
[124.88-125.02]  det
[125.02-125.78]  er.
[127.58-128.12]  Jeg
[128.12-128.64]  har
[128.64-129.18]  kritisk
[129.18-129.42]  disse
[129.42-129.94]  kjøl
[129.94-130.52]  som
[130.52-131.34]  var
[131.34-131.74]  helt
[131.74-132.44]  undervendig.
[138.90-139.34]  Siden
[139.34-139.60]  denne
[139.60-139.98]  trån,
[140.16-140.22]  har
[140.22-140.36]  blitt
[140.36-140.48]  en
[140.48-140.68]  slags
[140.68-141.28]  potensiell
[141.28-142.14]  junkende
[142.14-142.62]  meiking
[142.62-143.08]  dokumentør,
[143.66-144.00]  tenkte
[144.00-144.08]  jeg
[144.08-144.22]  i
[144.22-144.34]  en
[144.34-144.72]  opptåtering.
[146.22-146.66]  Den
[146.66-147.14]  trettene
[147.14-147.28]  de
[147.28-147.62]  senbe
[147.62-147.78]  i
[147.78-148.28]  2013
[148.28-149.04]  drøye
[149.04-149.74]  seksukker
[149.74-149.96]  etter
[149.96-150.08]  at
[150.08-150.26]  gjer
[150.26-150.74]  startet
[150.74-151.16]  trån,
[151.36-151.50]  så
[151.50-151.60]  gi
[151.60-151.68]  en
[151.68-152.04]  fødlerne
[152.04-152.28]  siden
[152.28-152.38]  og
[152.38-152.46]  en
[152.46-152.84]  status.
[154.54-154.98]  Jeg
[154.98-155.00]  har
[155.00-155.14]  blitt
[155.14-155.44]  noe
[155.44-155.88]  fysisk
[155.88-156.32]  avgengig,
[156.64-156.90]  for
[156.90-157.06]  en
[157.06-157.60]  medium,
[157.86-158.08]  sterk
[158.08-158.28]  for
[158.28-158.76]  kjølse,
[158.96-159.00]  når
[159.00-159.08]  jeg
[159.08-159.20]  går
[159.20-159.48]  to
[159.48-159.68]  til
[159.68-159.90]  tre
[159.90-160.42]  dagruten.
[161.20-161.44]  Jeg
[161.44-161.50]  er
[161.50-161.62]  ikke
[161.62-162.16]  utholdtlig,
[162.82-162.94]  men
[162.94-163.04]  når
[163.04-163.14]  jeg
[163.14-163.58]  pristerer
[163.58-163.90]  dårlig
[163.90-164.02]  på
[164.02-164.30]  jobb,
[164.48-164.48]  burde
[164.48-164.66]  jeg
[164.66-165.16]  angst,
[165.48-165.56]  så
[165.56-165.70]  var
[165.70-165.82]  der
[165.82-166.04]  før
[166.04-166.22]  jeg
[166.22-166.30]  er
[166.30-166.48]  uen
[166.48-166.60]  av.
[167.18-167.42]  Det
[167.42-167.48]  er
[167.48-167.70]  lett
[167.70-167.84]  og
[167.84-168.16]  unskjelig
[168.16-168.32]  at
[168.32-168.42]  jeg
[168.42-168.52]  bare
[168.52-168.64]  skal
[168.64-168.84]  ta
[168.84-168.98]  litt.
[170.44-170.84]  Nå
[170.84-171.14]  antir
[171.14-171.18]  jeg
[171.18-171.52]  merket,
[171.82-171.88]  er
[171.88-171.94]  det
[171.94-172.00]  å
[172.00-172.16]  teke
[172.16-172.56]  giddere
[172.56-172.68]  å
[172.68-172.86]  skrive
[172.86-173.06]  på
[173.06-173.46]  formet.
[173.94-174.16]  Eller
[174.16-174.40]  tatt
[174.40-174.62]  med
[174.62-174.90]  folk.
[175.58-175.64]  Men
[175.64-175.94]  mindre
[175.94-176.06]  har
[176.06-176.24]  noe
[176.24-176.42]  inn
[176.42-176.48]  og
[176.48-176.66]  bors.
[179.68-180.08]  Uff,
[180.24-180.52]  denne
[180.52-180.78]  tronna
[180.78-181.26]  trist.
[181.92-182.02]  Jeg
[182.02-182.12]  vet
[182.12-182.50]  etter
[182.50-182.64]  ikke
[182.64-182.82]  at
[182.82-183.12]  formet
[183.12-183.28]  med
[183.28-183.46]  formere
[183.46-183.66]  alt
[183.66-184.10]  prækner.
[184.54-184.80]  Men
[184.80-185.04]  slik
[185.04-185.18]  det
[185.18-185.48]  høres
[185.48-185.64]  ut
[185.64-185.94]  kommer
[185.94-186.14]  dette
[186.14-186.40]  bare
[186.40-186.60]  til
[186.60-186.66]  å
[186.66-186.78]  gå
[186.78-187.06]  en
[187.06-187.42]  vei.
[187.84-187.88]  Og
[187.88-188.06]  inn
[188.06-188.16]  og
[188.16-188.50]  stinde,
[188.82-188.92]  er
[188.92-189.00]  du
[189.00-189.18]  klar
[189.18-189.40]  over
[189.40-189.48]  det?
[190.60-191.00]  Klassisk
[191.00-191.20]  å
[191.20-191.50]  tenke
[191.50-191.84]  jeg,
[191.86-191.98]  jeg
[191.98-192.10]  skal
[192.10-192.48]  slutte
[192.48-192.68]  etter
[192.68-192.82]  neste
[192.82-193.12]  gang.
[194.08-194.32]  Hvis
[194.32-194.44]  du
[194.44-194.60]  er
[194.60-194.86]  litt
[194.86-195.12]  alt,
[195.36-195.62]  mener
[195.62-195.74]  at
[195.74-195.86]  du
[195.86-195.98]  kan
[195.98-196.38]  slutte
[196.38-196.54]  nå.
[197.01-197.43]  Gjør
[197.43-197.57]  det.
[198.47-198.53]  Og
[198.53-198.91]  takk
[198.91-199.01]  for
[199.01-199.11]  at
[199.11-199.21]  du
[199.21-199.37]  håller
[199.37-199.47]  at
[199.47-199.55]  det
[199.55-199.91]  er
[199.91-200.17]  tært.
[204.75-205.17]  Som
[205.17-205.43]  regel
[205.43-206.07]  bruker
[206.07-206.27]  bare
[206.27-206.65]  to
[206.65-206.87]  til
[206.87-207.09]  tre
[207.09-207.49]  dager
[207.49-207.53]  i
[207.53-207.81]  uken.
[208.63-208.73]  Så
[208.73-208.93]  skal
[208.93-209.43]  julemitt
[209.43-209.75]  er
[209.75-209.83]  å
[209.83-209.91]  ha
[209.91-209.99]  det
[209.99-210.21]  til
[210.21-210.91]  halgukka
[210.91-211.25]  og
[211.25-211.35]  så
[211.35-211.77]  dritt
[211.77-212.15]  resten.
[213.17-213.31]  Se
[213.31-213.43]  den
[213.43-213.57]  for
[213.57-213.93]  bruket
[213.93-214.09]  mitt
[214.09-214.33]  og
[214.33-214.49]  så
[214.49-214.59]  på
[214.59-215.03]  slite
[215.03-215.41]  er
[215.41-215.45]  det
[215.45-215.57]  ikke
[215.57-216.79]  forvandelskløersluttet
[216.79-217.01]  eller
[217.01-217.11]  å
[217.11-217.21]  ta
[217.21-217.61]  pøser.
[218.43-218.61]  Men
[218.61-219.11]  problemet
[219.11-219.17]  er
[219.17-219.29]  at
[219.29-219.37]  jeg
[219.37-219.49]  ikke
[219.49-219.55]  har
[219.55-219.87]  lyst.
[223.03-223.45]  Jeg
[223.45-223.53]  vet
[223.53-224.19]  akkurat
[224.19-224.45]  hvordan
[224.45-224.63]  du
[224.63-224.83]  har
[224.83-224.99]  det
[224.99-225.07]  og
[225.07-225.19]  kan
[225.19-225.31]  du
[225.31-225.65]  tenke.
[226.24-226.76]  Er
[226.76-227.10]  tippet
[227.10-227.22]  du
[227.22-227.36]  før
[227.36-227.46]  en
[227.46-227.64]  slags
[227.64-228.24]  lettelse
[228.24-228.60]  kvær
[228.60-228.74]  om
[228.74-228.84]  du
[228.84-228.94]  har
[228.94-229.12]  gått
[229.12-229.54]  uten
[229.54-229.62]  i
[229.62-229.90]  stune?
[230.42-230.50]  Typ
[230.50-230.76]  er,
[231.04-231.28]  yes,
[231.76-231.86]  er
[231.86-232.06]  øyn
[232.06-232.18]  og
[232.18-232.48]  særlig
[232.48-233.14]  avvanger
[233.14-233.28]  i
[233.28-233.36]  det
[233.36-233.48]  hele
[233.48-233.80]  tatt.
[234.26-234.32]  Er
[234.32-234.90]  kulene
[234.90-235.28]  heller
[235.28-235.52]  om
[235.52-235.62]  er
[235.62-236.20]  ukasteel.
[236.88-237.40]  Newsflash,
[237.82-238.14]  du
[238.14-238.26]  har
[238.26-238.52]  redde
[238.52-239.02]  langt
[239.02-239.26]  forbi
[239.26-239.74]  avvanger.

--- Chunk 5 ---
[0.00-0.08]  Du
[0.08-0.32]  lurer
[0.32-0.42]  det
[0.42-0.74]  selv
[0.74-0.94]  til
[0.94-0.96]  å
[0.96-1.28]  tru
[1.28-1.50]  noe
[1.50-1.82]  annen,
[1.90-1.98]  og
[1.98-2.06]  når
[2.06-2.18]  du
[2.18-2.58]  faktisk
[2.58-3.10]  inser
[3.10-3.24]  det
[3.24-3.58]  selv,
[4.08-4.08]  så
[4.08-4.14]  er
[4.14-4.24]  det
[4.24-4.60]  virkelig
[4.60-5.00]  langt
[5.00-5.12]  inn
[5.12-5.24]  i
[5.24-5.30]  det.
[6.08-6.18]  Jeg
[6.18-6.30]  kan
[6.30-6.50]  ganske
[6.50-6.68]  til
[6.68-6.82]  det
[6.82-7.10]  en
[7.10-7.36]  ting.
[7.80-8.14]  Skjærper
[8.14-8.22]  du
[8.22-8.28]  det
[8.28-8.50]  ikke
[8.50-8.68]  med
[8.68-8.94]  en
[8.94-9.10]  gang
[9.10-9.38]  så
[9.38-9.40]  det
[9.40-9.52]  som
[9.52-9.82]  synes
[9.82-10.28]  livet
[10.28-10.38]  er
[10.38-10.56]  et
[10.56-10.74]  lagt.
[12.80-13.16]  Jeg
[13.16-13.28]  har
[13.28-13.70]  faktisk
[13.70-14.20]  inset
[14.20-14.42]  at
[14.42-14.56]  jeg
[14.56-14.64]  er
[14.64-15.02]  avgengig.
[16.10-16.46]  Problemet
[16.46-16.70]  mitt.
[17.06-17.10]  Jeg
[17.10-17.14]  er
[17.14-17.24]  bare
[17.24-17.36]  at
[17.36-17.44]  jeg
[17.44-17.58]  ikke
[17.58-17.96]  brymer
[17.96-18.04]  om
[18.04-18.36]  vilken
[18.36-18.54]  var
[18.54-18.62]  jeg
[18.62-18.80]  går.
[20.80-21.16]  Kortsakt
[21.16-21.38]  så
[21.38-21.80]  driter
[21.80-21.94]  du
[21.94-22.14]  i
[22.14-22.32]  om
[22.32-22.44]  du
[22.44-22.58]  blir
[22.58-23.00]  narkoman.
[23.74-23.82]  Då
[23.82-23.98]  er
[23.98-24.08]  det
[24.08-24.22]  ikke
[24.22-24.38]  som
[24.38-24.60]  økker
[24.60-24.68]  meg
[24.68-24.88]  å
[24.88-25.06]  gjøre.
[26.90-27.34]  Ikke
[27.34-27.48]  for
[27.48-27.58]  å
[27.58-27.66]  være
[27.66-28.64]  irrespectløs,
[28.92-29.00]  men
[29.00-29.16]  for
[29.16-29.36]  alle
[29.36-29.96]  fremstøy
[29.96-29.98]  og
[29.98-30.12]  den
[30.12-30.42]  tromm
[30.42-30.66]  som
[30.66-30.80]  et
[30.80-31.14]  innblick
[31.14-31.38]  i
[31.38-31.48]  en
[31.48-31.76]  person
[31.76-32.00]  som
[32.00-32.08]  er
[32.08-32.18]  på
[32.18-32.40]  veien
[32.40-32.50]  ned
[32.50-32.64]  i
[32.64-33.32]  aggrunnen.
[34.44-34.74]  Hva
[34.74-34.78]  er
[34.78-34.82]  det
[34.82-34.94]  som
[34.94-35.30]  gjør
[35.30-35.52]  at
[35.52-35.64]  du
[35.64-36.02]  bruker
[36.02-36.14]  her
[36.14-36.24]  og
[36.24-36.42]  inn,
[36.72-36.72]  for
[36.72-36.82]  å
[36.82-36.96]  komme
[36.96-37.14]  deg
[37.14-37.40]  gjennom
[37.40-37.76]  dagene?
[41.56-42.00]  I
[42.00-42.56]  barndomen
[42.56-42.86]  var
[42.86-43.02]  det
[43.02-43.12]  også
[43.12-43.36]  gjer
[43.36-43.62]  en
[43.62-43.94]  kjapp
[43.94-44.18]  og
[44.18-44.96]  uredgutt,
[45.12-45.30]  kanskje
[45.30-45.52]  litt
[45.52-45.90]  liten,
[46.14-46.24]  eller
[46.24-46.36]  det
[46.36-46.66]  verktfall
[46.66-46.84]  så
[46.84-47.14]  opplevde
[47.14-47.36]  han
[47.36-47.48]  seg
[47.48-47.80]  selv
[47.80-48.00]  som
[48.00-48.16]  det,
[48.60-48.70]  men
[48.70-48.86]  med
[48.86-48.98]  en
[48.98-49.36]  stor
[49.36-50.00]  oppdager
[50.00-50.36]  trang.
[50.90-50.94]  Og
[50.94-51.04]  da
[51.04-51.40]  gjerve
[51.40-51.48]  er
[51.48-51.62]  blitt
[51.62-52.08]  toler
[52.08-52.34]  og
[52.34-52.52]  ikke
[52.52-53.20]  sjuneklasse,
[53.68-53.86]  var
[53.86-53.94]  det
[53.94-54.34]  andre
[54.34-54.50]  som
[54.50-54.86]  oppdaga
[54.86-55.18]  ham
[55.18-55.56]  nåså?
[56.36-56.90]  Han
[56.90-57.10]  var
[57.10-58.08]  veldig
[58.08-58.44]  søtt.
[60.28-60.76]  Blånt
[60.76-61.20]  langtår
[61.20-61.44]  er
[61.44-62.20]  liten
[62.20-63.86]  kjappbekäften.
[64.30-64.30]  Det
[64.30-64.38]  var
[64.38-64.86]  alltid
[64.86-65.08]  noen
[65.08-65.50]  kommentare
[65.50-65.70]  på
[65.70-65.92]  lyr.
[66.64-67.06]  Parnille
[67.06-67.48]  gikk
[67.48-67.64]  i
[67.64-68.38]  parallelklassen
[68.38-68.62]  til
[68.62-68.82]  gjer.
[69.36-69.46]  Så
[69.46-69.56]  det
[69.56-69.68]  var
[69.68-70.10]  første
[70.10-70.32]  hele
[70.32-70.64]  trinne
[70.64-70.98]  deres
[70.98-71.12]  en
[71.12-71.24]  gang
[71.24-71.48]  skulle
[71.48-71.64]  på
[71.64-72.00]  leir
[72.00-72.40]  sammen,
[72.60-72.68]  at
[72.68-72.84]  de
[72.84-73.24]  egentlig
[73.24-73.58]  mette
[73.58-74.06]  såntlig.
[74.72-74.78]  Og
[74.78-74.88]  det
[74.88-75.00]  var
[75.00-75.30]  gjer
[75.30-75.66]  som
[75.66-75.82]  tok
[75.82-76.00]  det
[76.00-76.30]  første
[76.30-76.72]  stegge.
[78.80-79.44]  Han
[79.44-80.50]  spørte
[80.50-80.76]  mine
[80.76-81.22]  beste
[81.22-81.46]  inne
[81.46-81.90]  hva
[81.90-82.14]  det
[82.14-82.44]  Parnille
[82.44-82.80]  liker
[82.80-82.86]  å
[82.86-83.18]  snakke
[83.18-83.32]  om.
[84.14-84.26]  Så
[84.26-84.46]  sa
[84.46-85.26]  hun...
[86.28-86.64]  Hun
[86.64-86.84]  liker
[86.84-86.90]  å
[86.90-87.12]  snakke
[87.12-87.20]  om
[87.20-87.46]  hest.
[88.94-89.42]  Så
[89.42-89.60]  kom
[89.60-89.78]  man
[89.78-89.96]  til
[89.96-90.08]  meg
[90.08-90.20]  å
[90.20-90.44]  snakke
[90.44-90.58]  om
[90.58-90.98]  hesta,
[91.34-91.48]  uten
[91.48-91.60]  at
[91.60-91.70]  han
[91.70-92.00]  nøyste
[92.00-92.26]  noen
[92.26-92.36]  ting
[92.36-92.50]  om
[92.50-92.82]  hest.
[93.70-94.18]  Det
[94.18-94.42]  er
[94.42-94.62]  liksom
[94.62-94.80]  det
[94.80-95.24]  første
[95.24-96.26]  minne
[96.26-96.38]  jeg
[96.38-96.54]  har
[96.54-96.74]  av
[96.74-97.06]  hende.
[98.36-98.62]  Alle
[98.62-98.78]  var
[98.78-99.14]  en
[99.14-99.64]  små
[99.64-100.30]  redd
[100.30-100.46]  hann,
[100.64-100.70]  fordi
[100.70-100.92]  han
[100.92-101.48]  var
[101.48-101.84]  så
[101.84-102.24]  raske
[102.24-102.98]  kommentarene
[102.98-103.28]  og
[103.28-103.82]  hadde
[103.82-104.62]  snakket
[104.62-104.88]  veldig
[104.88-105.02]  godt
[105.02-105.18]  for
[105.18-105.30]  seg
[105.30-105.44]  da.
[106.72-107.10]  Gjære
[107.10-107.20]  hva
[107.20-107.34]  på
[107.34-107.48]  mange
[107.48-107.72]  måte
[107.72-108.16]  kjefen
[108.16-108.28]  i
[108.28-108.54]  klasen.
[109.54-109.64]  Han
[109.64-109.80]  var
[109.80-110.12]  den
[110.12-110.94]  gutta
[110.94-111.08]  så
[111.08-111.40]  opptil
[111.40-112.28]  og
[112.28-112.54]  som
[112.54-112.88]  egentene
[112.88-112.98]  var
[112.98-113.10]  for
[113.10-113.14]  å
[113.14-113.36]  skre.
[120.41-120.91]  Første
[120.91-121.23]  gangen
[121.23-121.37]  vi
[121.37-121.85]  fik,
[122.73-123.73]  er
[123.73-123.81]  det
[123.81-124.35]  besagt
[124.35-124.63]  at
[124.63-125.05]  gayer
[125.05-125.21]  var
[125.21-125.39]  en
[125.39-125.89]  leder
[125.89-126.33] -type?
[128.19-128.43]  Ja,
[128.67-128.75]  det
[128.75-128.91]  var
[128.91-129.07]  jo
[129.07-129.29]  da.
[130.85-131.17]  I
[131.17-133.01]  fjerne
[133.01-133.33]  fente
[133.33-133.73]  kjette
[133.73-133.97]  klasse.
[134.75-134.83]  Det
[134.83-135.03]  var
[135.03-135.23]  jo
[135.23-136.43]  ikke
[136.43-136.71]  noe
[136.71-136.97]  byad
[136.97-137.07]  i
[137.07-137.55]  refleksert
[137.55-137.83]  over
[137.83-137.93]  i
[137.93-137.99]  det
[137.99-138.23]  hele
[138.23-138.49]  tatt.
[139.27-139.61]  At
[139.61-139.71]  han
[139.71-139.89]  skulle
[139.89-140.05]  møre
[140.05-140.23]  det.
[141.59-141.87]  Men
[141.87-141.97]  i
[141.97-142.37]  ettertid
[142.37-142.55]  så
[142.55-142.69]  har
[142.69-142.81]  vi
[142.81-142.89]  jo
[142.89-143.43]  påstått
[143.43-143.55]  at
[143.55-143.67]  han
[143.67-143.83]  var
[143.83-143.99]  jo
[143.99-144.11]  det.
[145.85-146.05]  Hvis
[146.05-146.57]  gayer
[146.57-146.73]  får
[146.73-147.19]  noe
[147.19-147.39]  og
[147.39-147.65]  gjøre,
[147.95-148.33]  skulle
[148.33-148.61]  alle
[148.61-148.79]  gjøre
[148.79-148.97]  det.
[149.61-150.05]  Nå
[150.05-150.19]  er
[150.19-150.19]  det
[150.19-150.45]  ikke
[150.45-150.67]  god
[150.67-150.83]  meg,
[150.95-151.01]  så
[151.01-151.21]  slutte
[151.21-151.31]  jeg
[151.31-151.43]  ta
[151.43-151.55]  det.
[155.99-156.47]  Jeg
[156.47-156.61]  var
[156.61-156.83]  ikke
[156.83-157.33]  en
[157.33-158.75]  lederskap
[158.75-159.13]  som
[159.13-159.33]  var
[159.33-159.99]  utdoktene
[159.99-160.55]  positivt,
[160.61-160.65]  så
[160.65-160.67]  det
[160.67-160.79]  var
[160.79-161.03]  nok
[161.03-161.17]  en
[161.17-163.33]  negativ
[163.33-163.61]  element,
[163.61-163.93]  og
[163.93-164.01]  så
[164.01-164.13]  er
[164.13-164.27]  jeg
