--- Chunk 0 ---
[0.33-0.83]  Hey,
[184.88-185.46]  was
[185.46-185.78]  now
[185.78-185.98]  a
[185.98-186.44]  tangle
[186.44-186.78]  of
[186.78-187.12]  police
[187.12-187.80]  activity
[187.80-188.44]  and
[188.44-188.84]  crime
[188.84-189.20]  scene
[189.20-189.58]  tape.
[191.36-191.92]  What
[191.92-192.02]  did
[192.02-192.14]  you
[192.14-192.32]  need
[192.32-192.50]  to
[192.50-192.64]  know
[192.64-192.84]  about
[192.84-193.06]  this
[193.06-193.42]  apartment?
[193.68-193.76]  Just
[193.76-193.98]  the
[193.98-194.26]  layout,
[194.26-194.54]  how
[194.54-194.70]  many
[194.70-195.04]  bedrooms
[195.04-195.30]  it
[195.30-195.54]  was,
[195.58-195.88]  who
[195.88-196.06]  all
[196.06-196.28]  lived
[196.28-196.48]  in
[196.48-196.56]  the
[196.56-197.02]  apartment?
[197.34-197.48]  What
[197.48-197.68]  was
[197.68-197.82]  out
[197.82-197.90]  of
[197.90-198.24]  place?
[199.20-199.56]  There
[199.56-199.84]  in
[199.84-199.94]  a
[199.94-200.36]  bedroom,
[200.78-201.24]  clothed
[201.24-201.30]  in
[201.30-201.40]  a
[201.40-201.66]  pink
[201.66-202.30]  bathrobe,
[202.59-202.87]  He
[202.87-203.19]  saw
[203.19-203.69]  Anita's
[203.69-204.07]  body
[204.07-204.83]  still
[204.83-205.09]  on
[205.09-205.21]  the
[205.21-205.53]  bed.
[206.01-206.23]  I
[206.23-206.35]  could
[206.35-206.57]  see
[206.57-206.79]  that
[206.79-207.11]  she
[207.11-208.11]  was
[208.11-208.61]  kind
[208.61-208.77]  of
[208.77-209.21]  flopped
[209.21-209.61]  over
[209.61-209.97]  laying
[209.97-210.15]  on
[210.15-210.31]  her
[210.31-210.69]  stomach.
[211.09-211.17]  I
[211.17-211.41]  noticed
[211.41-211.71]  her
[211.71-212.05]  room
[212.05-212.71]  seemed
[212.71-212.89]  to
[212.89-213.03]  be
[213.03-213.17]  in
[213.17-213.51]  order.
[213.85-213.99]  So
[213.99-214.09]  it
[214.09-214.31]  didn't
[214.31-214.49]  seem
[214.49-214.77]  like
[214.77-214.97]  there
[214.97-215.09]  had
[215.09-215.17]  been
[215.17-215.29]  a
[215.29-215.63]  struggle?
[215.97-216.19]  No.
[216.73-216.95]  There
[216.95-217.07]  did
[217.07-217.29]  not
[217.29-217.63]  seem
[217.63-217.77]  to
[217.77-217.91]  be
[217.91-217.97]  a
[217.97-218.27]  struggle
[218.27-218.49]  at
[218.49-218.69]  all.
[219.61-219.81]  I
[219.81-219.91]  had
[219.91-220.17]  also
[220.17-220.41]  looked
[220.41-220.71]  around
[220.71-221.03]  her
[221.03-221.75]  bedroom
[221.75-222.01]  and
[222.01-222.13]  I
[222.13-222.37]  noticed
[222.37-222.67]  that
[222.67-222.79]  her
[222.79-223.17]  purse
[223.17-223.35]  was
[223.35-223.67]  there.
[224.13-224.37]  I
[224.37-224.51]  could
[224.51-224.73]  see
[224.73-224.97]  that
[224.97-225.17]  there
[225.17-225.31]  was
[225.31-225.55]  cash
[225.55-225.87]  in
[225.87-225.99]  her
[225.99-226.47]  purse.
[226.79-226.99]  So
[226.99-227.11]  I
[227.11-227.33]  didn't
[227.33-227.53]  feel
[227.53-227.81]  like
[227.81-228.41]  it
[228.41-228.55]  had
[228.55-228.71]  been
[228.71-228.93]  any
[228.93-229.17]  sort
[229.17-229.87]  of
[229.87-230.09]  a
[230.09-230.73]  burglary
[230.73-231.07]  or
[231.07-231.19]  a
[231.19-231.65]  robbery.
[232.16-232.44]  Gone
[232.44-232.78]  bad
[232.78-233.06]  type
[233.06-233.22]  of
[233.22-233.86]  situation.
[234.24-234.72]  They
[234.72-235.02]  moved
[235.02-235.44]  Anita's
[235.44-235.70]  body
[235.70-236.02]  to
[236.02-236.14]  the
[236.14-236.52]  floor.
[237.02-237.18]  We
[237.18-237.32]  could
[237.32-237.58]  see
[237.58-237.82]  that
[237.82-238.04]  she
[238.04-238.30]  had
[238.30-238.48]  a
[238.48-238.84]  stab
[238.84-239.32]  wound
[239.32-239.68]  to
[239.68-239.94]  her.

--- Chunk 4 ---
[0.00-0.08]  Her
[0.08-0.64]  right
[0.64-1.38]  chest
[1.38-1.76]  area
[1.76-2.74]  and
[2.74-3.06]  also
[3.06-3.32]  a
[3.32-3.40]  stab
[3.40-3.80]  wound
[3.80-4.36]  to
[4.36-4.78]  her
[4.78-5.48]  sternum
[5.48-5.84]  area.
[6.88-6.94]  And
[6.94-7.08]  then
[7.08-7.24]  we
[7.24-7.52]  also
[7.52-7.78]  noticed
[7.78-8.08]  on
[8.08-8.20]  the
[8.20-8.60]  mattress
[8.60-9.18]  that
[9.18-9.40]  there
[9.40-9.62]  was
[9.62-9.86]  a
[9.86-10.46]  five
[10.46-10.64]  to
[10.64-10.92]  six
[10.92-11.24]  inch
[11.24-11.60]  circle
[11.60-11.82]  of
[11.82-12.08]  blood
[12.08-12.40]  where
[12.40-12.64]  blood
[12.64-12.84]  had
[12.84-13.12]  drained
[13.12-13.38]  from
[13.38-13.56]  her
[13.56-13.92]  body
[13.92-14.08]  and
[14.08-14.28]  soaked
[14.28-14.60]  into
[14.60-14.76]  the
[14.76-15.12]  mattress.
[16.20-16.68]  Anita
[16.68-17.16]  had
[17.16-17.38]  been
[17.38-17.76]  stabbed
[17.76-18.00]  in
[18.00-18.16]  the
[18.16-18.48]  heart
[18.48-19.26]  and
[19.26-19.40]  the
[19.40-19.66]  evidence
[19.66-20.28]  suggested
[20.28-20.62]  she
[20.62-20.80]  was
[20.80-21.12]  killed
[21.12-21.82]  Sunday
[21.82-22.24]  the
[22.24-22.44]  day
[22.44-22.88]  before.
[23.86-24.50]  Then,
[24.72-24.98]  right
[24.98-25.18]  by
[25.18-25.68]  Anita's
[25.68-25.96]  bed,
[26.50-27.02]  investigators
[27.02-27.40]  made
[27.40-27.58]  a
[27.58-27.80]  key
[27.80-28.50]  discovery.
[28.96-29.34]  A
[29.34-29.66]  knife
[29.66-30.28]  with
[30.28-30.42]  a
[30.42-30.94]  distinctive
[30.94-31.58]  tribal
[31.58-32.32]  insignia
[32.32-32.50]  on
[32.50-32.70]  one
[32.70-33.30]  side.
[33.78-34.00]  There
[34.00-34.18]  was
[34.18-34.44]  blood
[34.44-34.66]  on
[34.66-34.80]  the
[34.80-35.08]  blade,
[35.56-35.64]  and
[35.64-36.00]  testing
[36.00-36.22]  would
[36.22-36.68]  confirm
[36.68-37.14]  it
[37.14-37.38]  was
[37.38-37.48]  a
[37.48-37.70]  needle.
[39.30-39.94]  Investigators
[39.94-40.28]  gathered
[40.28-40.62]  more
[40.62-41.06]  evidence,
[41.50-41.68]  like
[41.68-41.84]  the
[41.84-42.12]  missing
[42.12-42.58]  screen
[42.58-42.86]  from
[42.86-43.34]  Anita's
[43.34-43.72]  window.
[44.32-44.46]  The
[44.46-44.80]  maintenance
[44.80-45.12]  man
[45.12-45.46]  said
[45.46-45.66]  he
[45.66-45.78]  had
[45.78-46.10]  taken
[46.10-46.26]  it
[46.26-46.46]  to
[46.46-46.60]  be
[46.60-47.00]  repaired
[47.00-47.42]  earlier
[47.42-47.72]  that
[47.72-48.16]  day.
[48.68-48.94]  It
[48.94-49.08]  had
[49.08-49.26]  been
[49.26-50.02]  slashed.
[50.44-50.74]  It
[50.74-51.04]  appeared
[51.04-51.30]  that
[51.30-51.82]  somebody
[51.82-52.12]  had
[52.12-52.80]  used
[52.80-52.96]  a
[52.96-53.18]  knife
[53.18-53.48]  and
[53.48-53.78]  cut
[53.78-54.26]  kind
[54.26-54.36]  of
[54.36-54.66]  an
[54.66-55.24]  backwards
[55.24-55.66]  L,
[56.64-56.80]  cut
[56.80-57.20]  into
[57.20-57.36]  the
[57.36-57.68]  screen.
[58.42-58.94]  Is
[58.94-59.12]  that
[59.12-59.38]  how
[59.38-59.54]  the
[59.54-59.76]  killer
[59.76-60.04]  got
[60.04-60.30]  in?
[60.82-60.94]  Or
[60.94-61.10]  did
[61.10-61.58]  someone
[61.58-61.92]  come
[61.92-62.14]  through
[62.14-62.28]  the
[62.28-62.70]  apartment
[62.70-63.08]  door?
[63.84-64.22]  That
[64.22-64.50]  door
[64.50-64.84]  was
[64.84-65.16]  locked
[65.16-65.40]  when
[65.40-65.80]  Anita's
[65.80-66.04]  father
[66.04-66.34]  tried
[66.34-66.54]  to
[66.54-66.82]  enter,
[67.20-67.42]  so
[67.42-67.60]  if
[67.60-67.94]  someone
[67.94-68.20]  came
[68.20-68.40]  in
[68.40-68.58]  that
[68.58-68.84]  way,
[69.18-69.38]  they
[69.38-69.52]  would
[69.52-69.74]  need
[69.74-69.86]  a
[69.86-70.12]  key.
[70.86-71.00]  This
[71.00-71.30]  wasn't
[71.30-71.40]  a
[71.40-71.52]  sort
[71.52-71.64]  of
[71.64-71.82]  lock
[71.82-72.04]  that
[72.04-72.18]  you
[72.18-72.36]  could
[72.36-72.76]  maybe
[72.76-73.12]  pick
[73.12-73.40]  or
[73.40-73.62]  get
[73.62-73.88]  in
[73.88-74.20]  from
[74.20-74.72]  another
[74.72-75.04]  way,
[75.20-75.26]  you
[75.26-75.52]  needed
[75.52-75.70]  an
[75.70-76.00]  actual
[76.00-76.30]  key.
[76.54-76.66]  You
[76.66-76.94]  needed
[76.94-77.16]  a
[77.16-77.34]  key,
[77.54-77.76]  yes.
[78.14-78.48]  A
[78.48-78.70]  key
[78.70-79.06]  to
[79.06-79.48]  unlock
[79.48-79.78]  the
[79.78-80.02]  door
[80.02-80.66]  and
[80.66-81.00]  re
[81.00-81.30] -lock
[81.30-81.56]  it
[81.56-81.74]  on
[81.74-82.28]  departure.
[82.96-83.48]  Four
[83.48-83.90]  people
[83.90-84.18]  had
[84.18-84.42]  keys
[84.42-84.62]  to
[84.62-84.74]  the
[84.74-85.22]  apartment,
[85.76-86.08]  Anita,
[86.56-86.66]  her
[86.66-87.02]  roommate
[87.02-87.40]  Nicole,
[87.87-88.05]  The
[88.05-88.53]  manager
[88.53-89.17]  and
[89.17-89.41]  that
[89.41-89.83]  maintenance
[89.83-90.43]  man,
[90.65-90.85]  Marty
[90.85-91.05]  and
[91.05-91.35]  Nell.
[92.33-92.57]  Police
[92.57-92.89]  spoke
[92.89-93.13]  with
[93.13-93.25]  him
[93.25-93.45]  that
[93.45-93.79]  first
[93.79-94.31]  night.
[103.65-104.31]  Into
[104.31-108.79]  the
[108.79-109.11]  same
[109.11-109.55]  room
[109.55-110.09]  where
[110.09-110.41]  Anita
[110.41-110.99]  lay
[110.99-111.33]  dead.
[111.91-112.45]  He
[112.45-112.69]  said
[112.69-112.89]  he
[112.89-113.23]  didn't
[113.23-113.41]  look
[113.41-113.75]  in,
[114.05-114.25]  but
[114.25-114.39]  he
[114.39-114.61]  did
[114.61-114.93]  call
[114.93-115.39]  out.
[115.71-116.05]  No
[116.05-116.45]  answer.
[132.27-132.71]  Just
[132.71-132.83]  in
[132.83-132.97]  those
[132.97-133.17]  first
[133.17-133.57]  initial
[133.57-134.07]  hours,
[134.33-134.79]  will
[134.79-134.93]  he
[134.93-135.15]  ever
[135.15-135.29]  a
[135.29-135.59]  person
[135.59-135.77]  of
[135.77-136.03]  interest
[136.03-136.39]  for
[136.39-136.57]  you?
[137.11-137.39]  He
[137.39-137.63]  was
[137.63-138.31]  a
[138.31-138.69]  person
[138.69-138.87]  of
[138.87-139.33]  interest
[139.33-139.69]  of
[139.69-139.99]  just
[139.99-141.39]  knowing
[141.39-141.91]  that
[141.91-143.53]  he
[143.53-143.87]  had
[143.87-144.49]  knowledge
[144.49-144.87]  of
[144.87-145.31]  what
[145.31-145.45]  was
[145.45-145.71]  going
[145.71-146.29]  on
[146.29-146.53]  there
[146.53-146.73]  or
[146.73-146.83]  what
[146.83-147.19]  happened
[147.19-147.49]  there.
[147.77-147.93]  So,
[148.37-148.75]  of
[148.75-149.01]  course,
[149.27-149.57]  the
[149.57-149.97]  maintenance
[149.97-150.51]  guy
[150.51-150.75]  would
[150.75-151.29]  have
[151.29-151.65]  access
[151.65-151.93]  to
[151.93-152.23]  keys.
[152.93-153.45]  Something
[153.45-153.69]  to
[153.69-154.19]  consider
[154.19-154.61]  as
[154.61-154.99]  police
[154.99-155.37]  dove
[155.37-155.73]  into
[155.73-155.89]  the
[155.89-156.63]  investigation.
[157.05-157.21]  Are
[157.21-157.31]  you
[157.31-157.51]  learning
[157.51-157.81]  more
[157.81-158.27]  about
[158.27-158.57]  Anita
[158.57-159.09]  while
[159.09-159.27]  you're
[159.27-159.39]  there
[159.39-159.53]  at
[159.53-159.61]  the
[159.61-159.81]  scene?
[160.27-160.67]  Yes,
[161.03-161.21]  we
[161.21-161.43]  learned
[161.43-161.63]  that
[161.63-161.91]  she
[161.91-162.57]  lived
[162.57-162.87]  there
[162.87-163.29]  with
[163.29-163.63]  another
[163.63-163.95]  girl.
[164.73-165.31]  Anita's
[165.31-165.71]  roommate,
[165.91-166.11]  Nicole
[166.11-166.61]  Thomas,
[166.93-167.13]  was
[167.13-167.31]  at
[167.31-167.59]  work
[167.59-167.87]  when
[167.87-168.19]  police
[168.19-168.57]  asked
[168.57-168.75]  her
[168.75-168.85]  to
[168.85-169.03]  come
[169.03-169.25]  to
[169.25-169.37]  her
[169.37-169.81]  apartment.
[170.47-170.81]  Now
[170.81-171.05]  a
[171.05-171.29]  crime
[171.29-171.79]  scene.
[172.25-172.45]  She
[172.45-172.67]  said
[172.67-173.03]  she'd
[173.03-173.13]  been
[173.13-173.45]  away
[173.45-173.75]  most
[173.75-173.91]  of
[173.91-174.01]  the
[174.01-174.37]  weekend
[174.37-174.69]  at
[174.69-174.83]  her
[174.83-175.17]  parents'
[175.39-175.59]  home.
[176.05-176.29]  She
[176.29-176.49]  was
[176.49-176.65]  in
[176.65-177.11]  tears
[177.11-177.49]  when
[177.49-177.65]  they
[177.65-177.97]  asked
[177.97-178.13]  her
[178.13-178.35]  about
[178.35-178.69]  Anita.
[200.33-200.97]  They
[200.97-201.61]  talked
[201.61-201.83]  to
[201.83-202.07]  Nicole
[202.07-202.55]  one
[202.55-202.81]  more
[202.81-203.17]  time
[203.17-203.47]  that
[203.47-203.83]  night
[203.83-204.29]  and
[204.29-204.47]  she
[204.47-204.85]  mentioned
[204.85-205.13]  a
[205.13-205.45]  dance
[205.45-205.85]  club
[205.85-206.17]  that
[206.17-206.27]  a
[206.27-206.41]  need
[206.41-206.53]  a
[206.53-206.97]  light.
[221.41-221.89]  When
[221.89-222.37]  you
[222.37-222.55]  talk
[222.55-222.71]  to
[222.71-222.93]  people
[222.93-223.27]  here,
[223.41-223.65]  especially
[223.65-223.89]  the
[223.89-224.13]  people
[224.13-224.35]  who
[224.35-224.75]  were
[224.75-225.09]  in
[225.09-225.21]  the
[225.21-225.37]  same
[225.37-225.75]  building,
[225.75-226.15]  why
[226.15-226.25]  are
[226.25-226.33]  they
[226.33-226.63]  telling
[226.63-226.79]  you
[226.79-226.87]  do
[226.87-227.01]  they
[227.01-227.27]  hear
[227.27-227.71]  anything?
[228.11-228.19]  See
[228.19-228.59]  anything?
[228.83-228.89]  For
[228.89-228.99]  the
[228.99-229.21]  most
[229.21-229.61]  part,
[229.73-229.93]  nobody
[229.93-230.29]  really
[230.29-230.63]  saw
[230.63-230.85]  or
[230.85-231.11]  heard
[231.11-231.55]  anything
[231.55-231.87]  during
[231.87-232.01]  the
[232.01-232.23]  time
[232.23-232.51]  frame
[232.51-232.73]  that
[232.73-232.87]  we
[232.87-233.13]  believe
[233.13-233.33]  the
[233.33-233.63]  homicide
[233.63-234.11]  occurred.
[234.81-235.03]  And
[235.03-235.27]  no
[235.27-235.45]  one
[235.45-235.57]  in
[235.57-235.67]  the
[235.67-236.15]  complex
[236.15-236.83]  seemed
[236.83-237.13]  to
[237.13-237.37]  know
[237.37-237.75]  Anita
[237.75-238.17]  all
[238.17-238.35]  that
[238.35-238.85]  well.
[239.29-239.59]  No
[239.59-239.89]  one

--- Chunk 5 ---
[0.00-0.58]  except
[0.58-0.96]  an
[0.96-1.38]  old
[1.38-1.72]  high
[1.72-2.02]  school
[2.02-2.60]  friend,
[3.12-3.52]  20
[3.52-3.74] -year
[3.74-3.96] -old
[3.96-4.36]  Tyler
[4.36-5.10]  Schmoltz,
[5.78-5.88]  who
[5.88-6.08]  had
[6.08-6.20]  an
[6.20-6.60]  apartment
[6.60-7.04]  close
[7.04-7.46]  by.
[8.36-8.80]  Police
[8.80-9.14]  found
[9.14-9.38]  him
[9.38-9.76]  hanging
[9.76-10.14]  around
[10.14-10.76]  outside
[10.76-11.24]  Anita's
[11.24-11.60]  apartment
[11.60-11.88]  that
[11.88-12.30]  evening.
[12.76-12.90]  Like
[12.90-13.36]  everyone
[13.36-13.68]  there,
[14.04-14.16]  he
[14.16-14.42]  said
[14.42-14.62]  he
[14.62-14.78]  was
[14.78-15.00]  just
[15.00-15.42]  trying
[15.42-15.58]  to
[15.58-15.80]  find
[15.80-16.10]  out
[16.10-16.44]  what
[16.44-16.82]  happened
[16.82-17.14]  to
[17.14-17.30]  her.
[17.70-17.88]  He
[17.88-18.06]  told
[18.06-18.40]  police
[18.40-18.82]  he
[18.82-19.00]  had
[19.00-19.30]  recently
[19.30-19.74]  spoken
[19.74-20.06]  with
[20.06-20.30]  Anita,
[20.74-20.96]  so
[20.96-21.10]  they
[21.10-21.50]  questioned
[21.50-21.80]  him
[21.80-22.08]  in
[22.08-22.18]  the
[22.18-22.46]  crime
[22.46-22.82]  van.
[27.97-28.41]  Everything
[28.41-28.65]  was
[28.65-28.81]  going
[28.81-29.13]  okay
[29.13-29.37]  for
[29.37-29.51]  her
[29.51-29.65]  as
[29.65-29.73]  far
[29.73-29.87]  as
[29.87-29.93]  she
[29.93-30.11]  told
[30.11-30.29]  me.
[30.47-30.51]  Is
[30.51-30.57]  she
[30.57-30.63]  a
[30.63-30.95]  college
[30.95-31.31]  student?
[31.63-31.73]  Yes.
[32.01-32.09]  Are
[32.09-32.15]  you
[32.15-32.29]  going
[32.29-32.39]  to
[32.39-32.63]  college?
[32.83-32.91]  Yes.
[33.83-34.19]  So
[34.19-34.33]  you'd
[34.33-34.41]  see
[34.41-34.53]  your
[34.53-34.87]  college
[34.87-35.09]  as
[35.09-35.27]  well.
[35.47-35.53]  Is
[35.53-35.65]  this
[35.65-36.03]  occasionally
[36.03-36.51]  socially?
[36.91-36.95]  Yes.
[37.73-38.17]  Tyler
[38.17-38.47]  took
[38.47-38.73]  Anita
[38.73-38.99]  to
[38.99-39.25]  prom
[39.25-39.63]  when
[39.63-39.81]  she
[39.81-40.01]  was
[40.01-40.17]  new
[40.17-40.29]  to
[40.29-40.51]  high
[40.51-40.85]  school.
[41.31-41.53]  They
[41.53-41.67]  had
[41.67-41.87]  stayed
[41.87-42.25]  close
[42.25-42.61]  for
[42.61-42.97]  years.
[43.83-44.09]  We
[44.09-44.21]  all
[44.21-44.39]  knew
[44.39-44.59]  that
[44.59-44.79]  he
[44.79-44.95]  had
[44.95-45.07]  a
[45.07-45.23]  crush
[45.23-45.51]  on
[45.51-45.67]  her.
[46.15-46.43]  Everyone
[46.43-46.77]  knew
[46.77-46.97]  it,
[47.01-47.21]  but
[47.21-48.35]  just
[48.35-48.65]  didn't
[48.65-48.85]  bother
[48.85-49.35]  anybody.
[50.03-50.47]  Police
[50.47-50.73]  would
[50.73-50.93]  have
[50.93-51.25]  more
[51.25-51.79]  questions
[51.79-52.05]  for
[52.05-52.43]  Tyler
[52.43-52.79]  down
[52.79-53.01]  the
[53.01-53.41]  road.
[53.85-54.11]  But
[54.11-54.23]  at
[54.23-54.39]  that
[54.39-54.79]  moment,
[55.05-55.13]  they
[55.13-55.29]  got
[55.29-55.67]  busy
[55.67-56.15]  bagging
[56.15-56.61]  evidence.
[56.97-57.55]  Anita's
[57.55-57.85]  hair,
[58.17-58.49]  clothing
[58.49-58.97]  items,
[59.19-59.53]  and
[59.53-59.69]  a
[59.69-59.89]  pink
[59.89-60.27]  sheet
[60.27-60.49]  from
[60.49-60.67]  her
[60.67-60.97]  bed
[60.97-61.41]  to
[61.41-61.61]  send
[61.61-61.81]  out
[61.81-62.01]  her
[62.01-62.51]  testing.
[63.11-63.45]  As
[63.45-63.63]  they
[63.63-63.93]  did,
[64.37-64.47]  the
[64.47-64.85]  story
[64.85-65.07]  of
[65.07-65.19]  a
[65.19-65.49]  well
[65.49-65.97] -liked
[65.97-66.19]  young
[66.19-66.69]  college
[66.69-67.27]  student,
[67.61-67.85]  killed
[67.85-68.03]  in
[68.03-68.19]  her
[68.19-68.49]  own
[68.49-68.97]  bedroom,
[69.45-69.69]  was
[69.69-70.19]  becoming
[70.19-70.59]  big
[70.59-71.33]  news.
[71.91-72.09]  There
[72.09-72.17]  are
[72.17-72.33]  no
[72.33-72.79]  suspects
[72.79-73.19]  at
[73.19-73.45]  this
[73.45-73.69]  time
[73.69-73.91]  as
[73.91-74.11]  police
[74.11-74.59]  continue
[74.59-74.81]  to
[74.81-75.15]  canvas
[75.15-75.37]  the
[75.37-75.77]  neighborhood
[75.77-76.09]  to
[76.09-76.29]  find
[76.29-76.49]  out
[76.49-76.65]  if
[76.65-77.03]  anyone
[77.03-77.31]  knows
[77.31-77.63]  more
[77.63-78.11]  details.
[78.99-79.25]  There
[79.25-79.47]  was
[79.47-79.77]  one
[79.77-80.21]  person
[80.21-80.63]  who
[80.63-81.05]  might.
[81.79-82.07]  Sergeant
[82.07-82.53]  Goodman
[82.53-82.83]  found
[82.83-83.11]  his
[83.11-83.37]  name
[83.37-83.67]  on
[83.67-84.25]  Anita's
[84.25-84.39]  cell
[84.39-84.87]  phone.
[85.18-85.52]  On
[85.52-85.62]  the
[85.62-85.92]  last
[85.92-86.18]  night
[86.18-86.30]  of
[86.30-86.42]  her
[86.42-86.86]  life,
[87.16-87.24]  she
[87.24-87.34]  had
[87.34-87.46]  been
[87.46-87.84]  texting
[87.84-88.08]  with
[88.08-88.22]  a
[88.22-88.50]  man
[88.50-89.10]  named
[89.10-89.62]  Michael
[89.62-89.98]  Van
[89.98-90.76]  right
[90.76-91.08]  before
[91.08-91.34]  she
[91.34-91.52]  was
[91.52-92.00]  killed.
[93.18-93.84]  So
[93.84-94.24]  who
[94.24-94.88]  was
[94.88-95.24]  Michael
[95.24-95.66]  Van?
[116.36-116.78]  As
[116.78-116.92]  the
[116.92-117.16]  news
[117.16-117.38]  of
[117.38-117.66]  18
[117.66-117.92] -year
[117.92-118.26] -old
[118.26-118.56]  Anita
[118.56-119.32]  Canutson's
[119.32-119.54]  murder
[119.54-120.04]  spilled
[120.04-120.46]  into
[120.46-120.64]  the
[120.64-120.88]  city
[120.88-121.08]  of
[121.08-121.54]  Maynott,
[122.06-122.16]  the
[122.16-122.52]  fear
[122.52-123.20]  was
[123.20-123.84]  palpable.
[124.50-125.06]  Police
[125.06-125.48]  arrived
[125.48-125.62]  at
[125.62-125.72]  the
[125.72-125.92]  scene
[125.92-126.28]  shortly
[126.28-126.58]  after
[126.58-126.92]  5
[126.92-127.26]  p
[127.26-127.34] .m.
[127.48-127.86]  yesterday
[127.86-128.20]  and
[128.20-128.46]  found
[128.46-129.04]  Canutson
[129.04-129.30]  in
[129.30-129.48]  her
[129.48-129.94]  bedroom.
[130.08-130.18]  It
[130.18-130.44]  appears
[130.44-130.62]  at
[130.62-130.72]  this
[130.72-131.00]  time
[131.00-131.20]  that
[131.20-131.36]  her
[131.36-131.56]  death
[131.56-131.74]  was
[131.74-132.02]  caused
[132.02-132.30]  by
[132.30-132.46]  an
[132.46-132.76]  unknown
[132.76-133.36]  intruder.
[133.80-133.92]  I
[133.92-134.00]  want
[134.00-134.04]  to
[134.04-134.28]  ask
[134.28-134.44]  you
[134.44-134.72]  just
[134.72-134.92]  from
[134.92-135.06]  the
[135.06-135.26]  very
[135.26-135.68]  beginning,
[136.06-136.20]  when
[136.20-136.38]  this
[136.38-136.62]  first
[136.62-137.10]  happened,
[137.26-137.36]  how
[137.36-137.80]  major
[137.80-138.20]  was
[138.20-138.36]  this
[138.36-138.74]  news?
[139.22-139.52]  Wow,
[139.70-139.78]  it
[139.78-139.98]  was
[139.98-140.80]  huge
[140.80-141.58]  news.
[142.16-142.42]  Kim
[142.42-143.04]  Fundingsland
[143.04-143.32]  was
[143.32-143.64]  born
[143.64-143.82]  and
[143.82-144.12]  raised
[144.12-144.40]  in
[144.40-144.98]  Maynott.
[145.26-145.60]  He
[145.60-145.94]  covered
[145.94-146.44]  Anita's
[146.44-146.60]  case
[146.60-147.28]  first
[147.28-147.52]  for
[147.52-147.62]  the
[147.62-147.86]  local
[147.86-148.20]  TV
[148.20-148.74]  station
[148.74-149.28]  and
[149.28-149.60]  later
[149.60-149.90]  for
[149.90-150.02]  the
[150.02-150.20]  My
[150.20-150.40]  Not
[150.40-150.70]  Daily
[150.70-151.34]  News.
[151.62-152.08]  So
[152.08-152.26]  it
[152.26-152.48]  was
[152.48-153.40]  monstrous
[153.40-153.74]  news.
[154.06-154.12]  The
[154.12-154.24]  whole
[154.24-154.80]  community
[154.80-155.06]  was
[155.06-155.66]  mesmerized
[155.66-155.88]  by
[155.88-156.02]  the
[156.02-156.36]  story
[156.36-156.62]  and
[156.62-157.76]  riveted
[157.76-158.24]  to
[158.24-158.46]  it.
[158.78-158.96]  While
[158.96-159.36]  some
[159.36-159.66]  were
[159.66-160.22]  riveted,
[160.70-161.06]  Anita's
[161.06-161.40]  family
[161.40-161.60]  and
[161.60-161.96]  friends
[161.96-162.48]  were
[162.48-162.96]  frozen
[162.96-163.12]  in
[163.12-163.50]  place.
[164.22-164.38]  Was
[164.38-164.52]  this
[164.52-164.66]  a
[164.66-164.90]  scary
[164.90-165.16]  time
[165.16-165.34]  for
[165.34-165.48]  you?
[166.02-166.38]  Definitely.
[167.08-167.22]  For
[167.22-167.66]  us
[167.66-168.12]  living
[168.12-168.34]  in
[168.34-168.56]  My
[168.56-168.74]  Not,
[168.90-169.00]  what
[169.00-169.16]  we
[169.16-169.38]  think
[169.38-169.56]  is
[169.56-169.66]  a
[169.66-169.90]  safe
[169.90-170.48]  community
[170.48-171.14]  and
[171.14-171.60]  who
[171.60-171.80]  really
[171.80-172.00]  cares
[172.00-172.24]  if
[172.24-172.36]  your
[172.36-172.58]  doors
[172.58-172.76]  are
[172.76-173.02]  locked
[173.02-173.22]  or
[173.22-173.38]  not.
[174.57-174.77]  From
[174.77-174.97]  that
[174.97-175.21]  day
[175.21-175.45]  on,
[175.47-175.67]  the
[175.67-175.85]  doors
[175.85-176.11]  were
[176.11-176.61]  definitely
[176.61-176.99]  locked
[176.99-177.39]  when
[177.39-177.61]  it
[177.61-177.71]  got
[177.71-177.89]  to
[177.89-177.99]  be
[177.99-178.25]  dark.
[178.69-178.81]  The
[178.81-179.05]  shades
[179.05-179.29]  were
[179.29-179.53]  pulled.
[179.97-180.07]  I
[180.07-180.29]  felt
[180.29-180.55]  like,
[180.77-181.19]  for
[181.19-181.31]  a
[181.31-181.49]  long
[181.49-181.95]  time,
[182.13-182.21]  and
[182.21-182.29]  I
[182.29-182.49]  still
[182.49-182.71]  am.
[182.85-183.11]  I'm
[183.11-183.31]  very
[183.31-183.75]  hyper
[183.75-184.09]  aware
[184.09-184.95]  of
[184.95-185.29]  where
[185.29-185.53]  I'm
[185.53-185.77]  at,
[186.05-186.13]  who's
[186.13-186.49]  around.
[186.97-187.19]  People
[187.19-187.41]  were
[187.41-187.79]  worried.
[188.57-189.09]  It's
[189.09-189.15]  just
[189.15-189.57]  that's
[189.57-189.57]  the
[189.57-189.69]  way
[189.69-189.81]  it
[189.81-190.05]  was.
[191.87-192.23]  Meanwhile,
[192.63-193.27]  investigators
