--- Chunk 0 ---
[0.33-0.85]  Hey,
[210.33-210.69]  stomach.
[211.03-211.17]  I
[211.17-211.43]  noticed
[211.43-211.71]  her
[211.71-212.17]  room
[212.17-212.73]  seemed
[212.73-212.93]  to
[212.93-213.03]  be
[213.03-213.17]  in
[213.17-213.49]  order.
[213.85-213.99]  So
[213.99-214.11]  it
[214.11-214.27]  didn't
[214.27-214.51]  seem
[214.51-214.79]  like
[214.79-214.97]  there
[214.97-215.07]  had
[215.07-215.19]  been
[215.19-215.29]  a
[215.29-215.63]  struggle.
[216.01-216.21]  No.
[216.73-216.95]  There
[216.95-217.09]  did
[217.09-217.31]  not
[217.31-217.65]  seem
[217.65-217.79]  to
[217.79-217.91]  be
[217.91-217.99]  a
[217.99-218.31]  struggle
[218.31-218.49]  at
[218.49-218.65]  all.
[219.31-219.81]  I
[219.81-219.91]  had
[219.91-220.17]  also
[220.17-220.41]  looked
[220.41-220.71]  around
[220.71-221.09]  her
[221.09-221.63]  bedroom
[221.63-222.03]  and
[222.03-222.15]  I
[222.15-222.37]  noticed
[222.37-222.65]  that
[222.65-222.81]  her
[222.81-223.11]  purse
[223.11-223.37]  was
[223.37-223.67]  there.
[224.19-224.37]  I
[224.37-224.53]  could
[224.53-224.77]  see
[224.77-224.99]  that
[224.99-225.15]  there
[225.15-225.31]  was
[225.31-225.59]  cash
[225.59-225.87]  in
[225.87-226.03]  her
[226.03-226.47]  purse.
[226.65-226.99]  So
[226.99-227.11]  I
[227.11-227.33]  didn't
[227.33-227.57]  feel
[227.57-227.91]  like
[227.91-228.43]  it
[228.43-228.57]  had
[228.57-228.73]  been
[228.73-228.95]  any
[228.95-229.19]  sort
[229.19-229.87]  of
[229.87-230.09]  a
[230.09-230.69]  burglary
[230.69-231.09]  or
[231.09-231.23]  a
[231.23-231.57]  robbery.
[232.16-232.44]  gone
[232.44-232.76]  bad
[232.76-233.06]  type
[233.06-233.20]  of
[233.20-233.84]  situation.
[234.24-234.70]  They
[234.70-235.00]  moved
[235.00-235.44]  Anita's
[235.44-235.74]  body
[235.74-236.02]  to
[236.02-236.14]  the
[236.14-236.52]  floor.
[237.02-237.18]  We
[237.18-237.34]  could
[237.34-237.58]  see
[237.58-237.84]  that
[237.84-238.04]  she
[238.04-238.32]  had
[238.32-238.48]  a
[238.48-238.80]  stab
[238.80-239.22]  wound
[239.22-239.68]  to
[239.68-239.96]  her.

--- Chunk 4 ---
[0.00-0.62]  right
[0.62-1.26]  chest
[1.26-1.76]  area
[1.76-2.74]  and
[2.74-3.02]  also
[3.02-3.22]  a
[3.22-3.34]  stab
[3.34-3.74]  wound
[3.74-4.38]  to
[4.38-4.80]  her
[4.80-5.54]  sternum
[5.54-5.86]  area.
[6.30-6.94]  And
[6.94-7.08]  then
[7.08-7.24]  we
[7.24-7.50]  also
[7.50-7.84]  noticed
[7.84-8.08]  on
[8.08-8.20]  the
[8.20-8.62]  mattress
[8.62-9.20]  that
[9.20-9.40]  there
[9.40-9.64]  was
[9.64-9.96]  a
[9.96-10.46]  five
[10.46-10.66]  to
[10.66-10.90]  six
[10.90-11.14]  inch
[11.14-11.60]  circle
[11.60-11.82]  of
[11.82-12.08]  blood
[12.08-12.40]  where
[12.40-12.68]  blood
[12.68-12.86]  had
[12.86-13.16]  drained
[13.16-13.40]  from
[13.40-13.58]  her
[13.58-13.90]  body
[13.90-14.08]  and
[14.08-14.32]  soaked
[14.32-14.62]  into
[14.62-14.76]  the
[14.76-15.14]  mattress.
[16.20-16.62]  Anita
[16.62-17.18]  had
[17.18-17.40]  been
[17.40-17.78]  stabbed
[17.78-18.02]  in
[18.02-18.14]  the
[18.14-18.54]  heart
[18.54-19.26]  and
[19.26-19.38]  the
[19.38-19.68]  evidence
[19.68-20.28]  suggested
[20.28-20.62]  she
[20.62-20.80]  was
[20.80-21.16]  killed
[21.16-21.76]  Sunday,
[22.08-22.26]  the
[22.26-22.44]  day
[22.44-22.86]  before.
[24.16-24.54]  Then,
[24.76-24.98]  right
[24.98-25.20]  by
[25.20-25.70]  Anita's
[25.70-25.94]  bed,
[26.44-26.94]  investigators
[26.94-27.42]  made
[27.42-27.56]  a
[27.56-27.80]  key
[27.80-28.40]  discovery.
[28.96-29.32]  A
[29.32-29.70]  knife
[29.70-30.28]  with
[30.28-30.42]  a
[30.42-30.90]  distinctive
[30.90-31.56]  tribal
[31.56-32.36]  insignia
[32.36-32.52]  on
[32.52-32.72]  one
[32.72-33.20]  side.
[33.86-34.00]  There
[34.00-34.20]  was
[34.20-34.48]  blood
[34.48-34.66]  on
[34.66-34.78]  the
[34.78-35.14]  blade,
[35.32-35.66]  and
[35.66-35.98]  testing
[35.98-36.24]  would
[36.24-36.76]  confirm
[36.76-37.16]  it
[37.16-37.38]  was
[37.38-38.10]  Anita's.
[39.24-39.92]  Investigators
[39.92-40.32]  gathered
[40.32-40.64]  more
[40.64-41.10]  evidence,
[41.52-41.70]  like
[41.70-41.86]  the
[41.86-42.14]  missing
[42.14-42.60]  screen
[42.60-42.86]  from
[42.86-43.34]  Anita's
[43.34-43.68]  window.
[44.34-44.46]  The
[44.46-44.80]  maintenance
[44.80-45.14]  man
[45.14-45.44]  said
[45.44-45.68]  he
[45.68-45.80]  had
[45.80-46.10]  taken
[46.10-46.28]  it
[46.28-46.46]  to
[46.46-46.60]  be
[46.60-46.98]  repaired
[46.98-47.40]  earlier
[47.40-47.74]  that
[47.74-48.14]  day.
[48.78-48.94]  It
[48.94-49.10]  had
[49.10-49.30]  been
[49.30-49.98]  slashed.
[50.56-50.74]  It
[50.74-51.06]  appeared
[51.06-51.34]  that
[51.34-51.82]  somebody
[51.82-52.18]  had
[52.18-52.76]  used
[52.76-52.96]  a
[52.96-53.22]  knife
[53.22-53.50]  and
[53.50-53.84]  cut
[53.84-54.28]  kind
[54.28-54.42]  of
[54.42-54.52]  a
[54.52-55.20]  backwards
[55.20-55.66]  L,
[55.88-56.82]  cut
[56.82-57.20]  into
[57.20-57.38]  the
[57.38-57.70]  screen.
[58.42-58.94]  Is
[58.94-59.18]  that
[59.18-59.40]  how
[59.40-59.54]  the
[59.54-59.76]  killer
[59.76-60.08]  got
[60.08-60.36]  in?
[60.64-60.96]  Or
[60.96-61.12]  did
[61.12-61.64]  someone
[61.64-61.96]  come
[61.96-62.14]  through
[62.14-62.28]  the
[62.28-62.60]  apartment
[62.60-63.10]  door?
[64.04-64.22]  That
[64.22-64.52]  door
[64.52-64.80]  was
[64.80-65.20]  locked
[65.20-65.42]  when
[65.42-65.80]  Anita's
[65.80-66.02]  father
[66.02-66.36]  tried
[66.36-66.54]  to
[66.54-66.80]  enter,
[67.22-67.44]  so
[67.44-67.60]  if
[67.60-67.94]  someone
[67.94-68.20]  came
[68.20-68.42]  in
[68.42-68.60]  that
[68.60-68.90]  way,
[69.16-69.38]  they
[69.38-69.54]  would
[69.54-69.74]  need
[69.74-69.88]  a
[69.88-70.16]  key.
[70.76-71.00]  This
[71.00-71.32]  wasn't
[71.32-71.42]  a
[71.42-71.52]  sort
[71.52-71.66]  of
[71.66-71.86]  lock
[71.86-72.06]  that
[72.06-72.18]  you
[72.18-72.40]  could
[72.40-72.74]  maybe
[72.74-73.14]  pick
[73.14-73.42]  or
[73.42-73.66]  get
[73.66-73.90]  in
[73.90-74.22]  from
[74.22-74.74]  another
[74.74-75.06]  way.
[75.20-75.28]  You
[75.28-75.54]  needed
[75.54-75.70]  an
[75.70-75.96]  actual
[75.96-76.30]  key.
[76.52-76.68]  You
[76.68-76.96]  needed
[76.96-77.14]  a
[77.14-77.36]  key,
[77.50-77.68]  yes.
[78.32-78.50]  A
[78.50-78.78]  key
[78.78-79.06]  to
[79.06-79.50]  unlock
[79.50-79.76]  the
[79.76-80.08]  door
[80.08-80.70]  and
[80.70-81.32]  relock
[81.32-81.56]  it
[81.56-81.74]  on
[81.74-82.24]  departure.
[83.22-83.50]  Four
[83.50-83.88]  people
[83.88-84.18]  had
[84.18-84.44]  keys
[84.44-84.62]  to
[84.62-84.76]  the
[84.76-85.14]  apartment.
[85.66-86.02]  Anita,
[86.60-86.72]  her
[86.72-86.98]  roommate
[86.98-87.40]  Nicole,
[87.87-88.07]  The
[88.07-88.49]  manager
[88.49-89.19]  and
[89.19-89.43]  that
[89.43-89.83]  maintenance
[89.83-90.29]  man,
[90.67-90.85]  Marty
[90.85-91.05]  and
[91.05-91.41]  Nell,
[92.31-92.51]  police
[92.51-92.91]  spoke
[92.91-93.13]  with
[93.13-93.29]  him
[93.29-93.49]  that
[93.49-93.75]  first
[93.75-94.21]  night.
[104.95-105.67]  Into
[105.67-108.79]  the
[108.79-109.11]  same
[109.11-109.67]  room
[109.67-110.09]  where
[110.09-110.47]  Anita
[110.47-111.03]  laid
[111.03-111.43]  dead.
[111.99-112.45]  He
[112.45-112.67]  said
[112.67-112.89]  he
[112.89-113.19]  didn't
[113.19-113.45]  look
[113.45-113.77]  in,
[113.97-114.25]  but
[114.25-114.39]  he
[114.39-114.63]  did
[114.63-114.95]  call
[114.95-115.35]  out.
[115.79-116.07]  No
[116.07-116.43]  answer.
[132.27-132.73]  Just
[132.73-132.87]  in
[132.87-132.99]  those
[132.99-133.19]  first
[133.19-133.53]  initial
[133.53-134.01]  hours,
[134.47-134.83]  was
[134.83-134.97]  he
[134.97-135.15]  ever
[135.15-135.31]  a
[135.31-135.59]  person
[135.59-135.75]  of
[135.75-136.03]  interest
[136.03-136.39]  for
[136.39-136.55]  you?
[137.09-137.37]  He
[137.37-137.79]  was
[137.79-138.33]  a
[138.33-138.65]  person
[138.65-138.85]  of
[138.85-139.41]  interest
[139.41-139.75]  of
[139.75-140.09]  just
[140.09-141.41]  knowing
[141.41-142.03]  that
[142.03-143.55]  he
[143.55-143.93]  had
[143.93-144.49]  knowledge
[144.49-144.93]  of
[144.93-145.31]  what
[145.31-145.47]  was
[145.47-145.71]  going
[145.71-146.35]  on
[146.35-146.57]  there
[146.57-146.73]  or
[146.73-146.85]  what
[146.85-147.19]  happened
[147.19-147.51]  there.
[147.79-147.97]  So,
[148.45-148.77]  of
[148.77-149.03]  course,
[149.25-149.35]  the
[149.35-149.97]  maintenance
[149.97-150.51]  guy
[150.51-150.77]  would
[150.77-151.31]  have
[151.31-151.65]  access
[151.65-151.95]  to
[151.95-152.21]  keys.
[153.09-153.43]  Something
[153.43-153.69]  to
[153.69-154.17]  consider
[154.17-154.63]  as
[154.63-155.03]  police
[155.03-155.41]  dove
[155.41-155.71]  into
[155.71-155.89]  the
[155.89-156.63]  investigation.
[157.07-157.23]  Are
[157.23-157.33]  you
[157.33-157.53]  learning
[157.53-157.85]  more
[157.85-158.25]  about
[158.25-158.57]  Anita
[158.57-159.11]  while
[159.11-159.25]  you're
[159.25-159.37]  there
[159.37-159.53]  at
[159.53-159.61]  the
[159.61-159.85]  scene?
[160.27-160.73]  Yes,
[160.99-161.21]  we
[161.21-161.47]  learned
[161.47-161.65]  that
[161.65-161.93]  she
[161.93-162.59]  lived
[162.59-162.93]  there
[162.93-163.33]  with
[163.33-163.61]  another
[163.61-163.99]  girl.
[164.81-165.33]  Anita's
[165.33-165.69]  roommate,
[165.93-166.07]  Nicole
[166.07-166.61]  Thomas,
[166.99-167.15]  was
[167.15-167.29]  at
[167.29-167.63]  work
[167.63-167.89]  when
[167.89-168.19]  police
[168.19-168.61]  asked
[168.61-168.77]  her
[168.77-168.85]  to
[168.85-169.07]  come
[169.07-169.25]  to
[169.25-169.39]  her
[169.39-169.79]  apartment,
[170.43-170.85]  now
[170.85-171.05]  a
[171.05-171.33]  crime
[171.33-171.71]  scene.
[172.27-172.47]  She
[172.47-172.69]  said
[172.69-173.03]  she'd
[173.03-173.17]  been
[173.17-173.45]  away
[173.45-173.75]  most
[173.75-173.93]  of
[173.93-174.01]  the
[174.01-174.31]  weekend
[174.31-174.71]  at
[174.71-174.83]  her
[174.83-175.21]  parents'
[175.39-175.61]  home.
[176.07-176.29]  She
[176.29-176.49]  was
[176.49-176.67]  in
[176.67-177.03]  tears
[177.03-177.53]  when
[177.53-177.65]  they
[177.65-177.99]  asked
[177.99-178.13]  her
[178.13-178.35]  about
[178.35-178.73]  Anita.
[179.53-179.95]  She
[179.95-180.13]  got
[180.13-180.29]  any
[180.29-180.59]  guys
[180.59-180.83]  or
[180.83-181.07]  anything
[181.07-181.37]  that
[181.37-181.67]  she's
[181.67-182.13]  interested
[182.13-182.33]  in
[182.33-182.47]  or
[182.47-182.59]  that
[182.59-182.71]  are
[182.71-183.15]  interested
[183.15-183.35]  in
[183.35-183.59]  her?
[184.69-185.05]  I
[185.05-185.19]  don't
[185.19-185.27]  know.
[185.35-185.45]  She
[185.45-185.61]  was
[185.61-185.75]  a
[185.75-185.91]  gorgeous
[185.91-186.33]  girl,
[186.53-186.71]  so
[186.71-187.39]  a
[187.39-187.51]  lot
[187.51-187.71]  of
[187.71-187.91]  guys
[187.91-188.19]  were
[188.19-188.57]  interested.
[200.29-200.97]  They
[200.97-201.65]  talked
[201.65-201.87]  to
[201.87-202.09]  Nicole
[202.09-202.55]  one
[202.55-202.83]  more
[202.83-203.23]  time
[203.23-203.47]  that
[203.47-203.81]  night
[203.81-204.31]  and
[204.31-204.47]  she
[204.47-204.87]  mentioned
[204.87-205.13]  a
[205.13-205.47]  dance
[205.47-205.91]  club
[205.91-206.19]  that
[206.19-206.33]  Anita
[206.33-206.91]  liked.
[221.33-221.85]  When
[221.85-222.37]  you
[222.37-222.57]  talk
[222.57-222.71]  to
[222.71-222.93]  people
[222.93-223.27]  here,
[223.39-223.67]  especially
[223.67-223.89]  the
[223.89-224.11]  people
[224.11-224.39]  who
[224.39-224.83]  were
[224.83-225.09]  in
[225.09-225.23]  the
[225.23-225.39]  same
[225.39-225.71]  building,
[225.99-226.17]  what
[226.17-226.25]  are
[226.25-226.35]  they
[226.35-226.59]  telling
[226.59-226.81]  you?
[226.85-226.89]  Did
[226.89-227.03]  they
[227.03-227.33]  hear
[227.33-227.75]  anything?
[228.09-228.17]  See
[228.17-228.53]  anything?
[228.79-228.89]  For
[228.89-228.99]  the
[228.99-229.21]  most
[229.21-229.55]  part,
[229.67-229.93]  nobody
[229.93-230.23]  really
[230.23-230.65]  saw
[230.65-230.87]  or
[230.87-231.17]  heard
[231.17-231.55]  anything
[231.55-231.85]  during
[231.85-232.01]  the
[232.01-232.23]  time
[232.23-232.53]  frame
[232.53-232.73]  that
[232.73-232.85]  we
[232.85-233.15]  believe
[233.15-233.31]  the
[233.31-233.59]  homicide
[233.59-234.13]  occurred.
[234.77-235.01]  And
[235.01-235.27]  no
[235.27-235.49]  one
[235.49-235.59]  in
[235.59-235.67]  the
[235.67-236.13]  complex
[236.13-236.85]  seemed
[236.85-237.13]  to
[237.13-237.41]  know
[237.41-237.71]  Anita
[237.71-238.17]  all
[238.17-238.39]  that
[238.39-238.75]  well.
[239.39-239.63]  No
[239.63-239.93]  one

--- Chunk 5 ---
[0.00-0.60]  except
[0.60-1.00]  an
[1.00-1.44]  old
[1.44-1.74]  high
[1.74-2.04]  school
[2.04-2.60]  friend,
[3.28-3.54]  20
[3.54-3.72] -year
[3.72-3.94] -old
[3.94-4.34]  Tyler
[4.34-5.16]  Schmaltz,
[5.54-5.88]  who
[5.88-6.10]  had
[6.10-6.22]  an
[6.22-6.62]  apartment
[6.62-7.04]  close
[7.04-7.50]  by.
[8.42-8.78]  Police
[8.78-9.16]  found
[9.16-9.38]  him
[9.38-9.78]  hanging
[9.78-10.18]  around
[10.18-10.76]  outside
[10.76-11.22]  Anita's
[11.22-11.60]  apartment
[11.60-11.90]  that
[11.90-12.24]  evening.
[12.72-12.92]  Like
[12.92-13.32]  everyone
[13.32-13.72]  there,
[14.04-14.18]  he
[14.18-14.44]  said
[14.44-14.64]  he
[14.64-14.82]  was
[14.82-15.04]  just
[15.04-15.44]  trying
[15.44-15.62]  to
[15.62-15.82]  find
[15.82-16.12]  out
[16.12-16.44]  what
[16.44-16.84]  happened
[16.84-17.14]  to
[17.14-17.30]  her.
[17.72-17.88]  He
[17.88-18.06]  told
[18.06-18.48]  police
[18.48-18.84]  he
[18.84-19.00]  had
[19.00-19.32]  recently
[19.32-19.76]  spoken
[19.76-20.04]  with
[20.04-20.34]  Anita,
[20.74-20.96]  so
[20.96-21.10]  they
[21.10-21.50]  questioned
[21.50-21.86]  him
[21.86-22.10]  in
[22.10-22.20]  the
[22.20-22.48]  crime
[22.48-22.84]  van.
[37.15-37.81]  Tyler
[37.81-38.47]  took
[38.47-38.75]  Anita
[38.75-39.01]  to
[39.01-39.37]  prom
[39.37-39.63]  when
[39.63-39.81]  she
[39.81-40.01]  was
[40.01-40.19]  new
[40.19-40.33]  to
[40.33-40.53]  high
[40.53-40.85]  school.
[41.39-41.51]  They
[41.51-41.67]  had
[41.67-41.87]  stayed
[41.87-42.27]  close
[42.27-42.61]  for
[42.61-43.05]  years.
[47.73-48.39]  Police
[48.39-50.73]  would
[50.73-50.93]  have
[50.93-51.29]  more
[51.29-51.79]  questions
[51.79-52.05]  for
[52.05-52.43]  Tyler
[52.43-52.81]  down
[52.81-53.03]  the
[53.03-53.45]  road.
[53.91-54.13]  But
[54.13-54.27]  at
[54.27-54.41]  that
[54.41-54.79]  moment,
[55.03-55.11]  they
[55.11-55.33]  got
[55.33-55.67]  busy
[55.67-56.17]  bagging
[56.17-56.55]  evidence.
[56.97-57.51]  Anita's
[57.51-57.83]  hair,
[58.15-58.49]  clothing
[58.49-58.97]  items,
[59.15-59.57]  and
[59.57-59.75]  a
[59.75-59.89]  pink
[59.89-60.29]  sheet
[60.29-60.53]  from
[60.53-60.69]  her
[60.69-61.09]  bed
[61.09-61.41]  to
[61.41-61.65]  send
[61.65-61.83]  out
[61.83-62.01]  for
[62.01-62.49]  testing.
[63.25-63.47]  As
[63.47-63.63]  they
[63.63-63.87]  did,
[64.37-64.47]  the
[64.47-64.83]  story
[64.83-65.07]  of
[65.07-65.21]  a
[65.21-65.47]  well
[65.47-65.97] -liked
[65.97-66.21]  young
[66.21-66.67]  college
[66.67-67.17]  student
[67.17-67.79]  killed
[67.79-68.05]  in
[68.05-68.21]  her
[68.21-68.47]  own
[68.47-68.99]  bedroom
[68.99-69.71]  was
[69.71-70.17]  becoming
[70.17-70.63]  big
[70.63-71.15]  news.
[71.89-72.09]  There
[72.09-72.21]  are
[72.21-72.35]  no
[72.35-72.79]  suspects
[72.79-73.21]  at
[73.21-73.45]  this
[73.45-73.71]  time
[73.71-73.89]  as
[73.89-74.09]  police
[74.09-74.61]  continue
[74.61-74.81]  to
[74.81-75.25]  canvass
[75.25-75.39]  the
[75.39-75.83]  neighborhood
[75.83-76.11]  to
[76.11-76.33]  find
[76.33-76.51]  out
[76.51-76.67]  if
[76.67-77.05]  anyone
[77.05-77.37]  knows
[77.37-77.65]  more
[77.65-78.15]  details.
[78.97-79.25]  There
[79.25-79.51]  was
[79.51-79.79]  one
[79.79-80.23]  person
[80.23-80.65]  who
[80.65-81.09]  might.
[81.77-82.03]  Sergeant
[82.03-82.53]  Goodman
[82.53-82.85]  found
[82.85-83.09]  his
[83.09-83.41]  name
[83.41-83.67]  on
[83.67-84.19]  Anita's
[84.19-84.43]  cell
[84.43-84.77]  phone.
[85.18-85.52]  On
[85.52-85.66]  the
[85.66-85.98]  last
[85.98-86.20]  night
[86.20-86.32]  of
[86.32-86.44]  her
[86.44-86.86]  life,
[87.16-87.24]  she
[87.24-87.34]  had
[87.34-87.50]  been
[87.50-87.82]  texting
[87.82-88.12]  with
[88.12-88.20]  a
[88.20-88.54]  man
[88.54-89.08]  named
[89.08-89.58]  Michael
[89.58-90.18]  Vann,
[90.62-90.78]  right
[90.78-91.08]  before
[91.08-91.34]  she
[91.34-91.52]  was
[91.52-92.02]  killed.
[93.58-93.84]  So
[93.84-94.22]  who
[94.22-94.86]  was
[94.86-95.22]  Michael
[95.22-95.84]  Vann?
[96.44-96.90]  Well,
[96.98-97.06]  I
[97.06-97.20]  guess
[97.20-97.44]  the
[97.44-97.84]  million
[97.84-98.12] -dollar
[98.12-98.48]  question
[98.48-98.72]  is
[98.72-98.88]  here.
[98.96-99.20]  Who's
[99.20-99.32]  on
[99.32-99.44]  our
[99.44-99.66]  server?
[100.74-100.90]  I
[100.90-100.98]  don't
[100.98-101.10]  know
[101.10-101.42]  anybody
[101.42-101.62]  on
[101.62-101.78]  our
[101.78-102.06]  server.
[116.36-116.78]  As
[116.78-116.92]  the
[116.92-117.20]  news
[117.20-117.38]  of
[117.38-117.74]  18
[117.74-117.92] -year
[117.92-118.22] -old
[118.22-118.54]  Anita
[118.54-119.26]  Knudson's
[119.26-119.54]  murder
[119.54-120.08]  spilled
[120.08-120.48]  into
[120.48-120.64]  the
[120.64-120.88]  city
[120.88-121.04]  of
[121.04-121.48]  Minot,
[122.02-122.18]  the
[122.18-122.56]  fear
[122.56-123.20]  was
[123.20-123.80]  palpable.
[124.76-125.04]  Police
[125.04-125.38]  arrived
[125.38-125.64]  at
[125.64-125.74]  the
[125.74-125.98]  scene
[125.98-126.30]  shortly
[126.30-126.56]  after
[126.56-126.96]  5
[126.96-127.24]  p
[127.24-127.40] .m.
[127.54-127.88]  yesterday
[127.88-128.22]  and
[128.22-128.46]  found
[128.46-129.04]  Knudson
[129.04-129.32]  in
[129.32-129.48]  her
[129.48-129.84]  bedroom.
[130.08-130.20]  It
[130.20-130.46]  appears
[130.46-130.64]  at
[130.64-130.76]  this
[130.76-131.04]  time
[131.04-131.26]  that
[131.26-131.36]  her
[131.36-131.56]  death
[131.56-131.76]  was
[131.76-132.06]  caused
[132.06-132.32]  by
[132.32-132.46]  an
[132.46-132.80]  unknown
[132.80-133.30]  intruder.
[133.76-133.94]  I
[133.94-134.00]  want
[134.00-134.08]  to
[134.08-134.26]  ask
[134.26-134.48]  you,
[134.58-134.76]  just
[134.76-134.96]  from
[134.96-135.08]  the
[135.08-135.26]  very
[135.26-135.60]  beginning,
[136.08-136.20]  when
[136.20-136.40]  this
[136.40-136.58]  first
[136.58-137.10]  happened,
[137.26-137.36]  how
[137.36-137.78]  major
[137.78-138.20]  was
[138.20-138.40]  this
[138.40-138.72]  news?
[139.18-139.54]  Wow,
[139.64-139.80]  it
[139.80-140.02]  was
[140.02-140.88]  huge
[140.88-141.38]  news.
[142.20-142.44]  Kim
[142.44-143.08]  Fundingsland
[143.08-143.34]  was
[143.34-143.66]  born
[143.66-143.84]  and
[143.84-144.14]  raised
[144.14-144.38]  in
[144.38-144.84]  Minot.
[145.26-145.62]  He
[145.62-146.00]  covered
[146.00-146.42]  Anita's
[146.42-146.66]  case,
[147.02-147.26]  first
[147.26-147.52]  for
[147.52-147.62]  the
[147.62-147.88]  local
[147.88-148.22]  TV
[148.22-148.70]  station
[148.70-149.30]  and
[149.30-149.58]  later
[149.58-149.92]  for
[149.92-150.02]  the
[150.02-150.38]  Mynot
[150.38-150.68]  Daily
[150.68-151.24]  News.
[151.78-152.08]  So
[152.08-152.30]  it
[152.30-152.50]  was
[152.50-153.40]  monstrous
[153.40-153.70]  news.
[154.06-154.12]  The
[154.12-154.30]  whole
[154.30-154.76]  community
[154.76-155.04]  was
[155.04-155.68]  mesmerized
[155.68-155.90]  by
[155.90-156.04]  the
[156.04-156.40]  story
[156.40-156.64]  and
[156.64-157.74]  riveted
[157.74-158.24]  to
[158.24-158.44]  it.
[158.78-158.98]  While
[158.98-159.38]  some
[159.38-159.68]  were
[159.68-160.18]  riveted,
[160.60-161.06]  Anita's
[161.06-161.36]  family
[161.36-161.60]  and
[161.60-162.04]  friends
[162.04-162.48]  were
[162.48-162.92]  frozen
[162.92-163.16]  in
[163.16-163.50]  place.
[164.26-164.38]  Was
[164.38-164.56]  this
[164.56-164.68]  a
[164.68-164.88]  scary
[164.88-165.18]  time
[165.18-165.36]  for
[165.36-165.52]  you?
[166.02-166.40]  Definitely.
[166.96-167.24]  For
[167.24-167.70]  us
[167.70-168.12]  living
[168.12-168.38]  in
[168.38-168.74]  Mynot,
[168.90-169.00]  what
[169.00-169.18]  we
[169.18-169.38]  think
[169.38-169.56]  is
[169.56-169.68]  a
[169.68-169.94]  safe
[169.94-170.48]  community
[170.48-171.16]  and
[171.16-171.60]  who
[171.60-171.80]  really
[171.80-172.04]  cares
[172.04-172.26]  if
[172.26-172.36]  your
[172.36-172.60]  doors
[172.60-172.76]  are
[172.76-173.04]  locked
[173.04-173.20]  or
[173.20-173.42]  not.
[174.57-174.77]  From
[174.77-175.01]  that
[175.01-175.23]  day
[175.23-175.43]  on,
[175.59-175.65]  the
[175.65-175.87]  doors
[175.87-176.15]  were
[176.15-176.57]  definitely
[176.57-177.05]  locked.
[177.35-177.41]  When
[177.41-177.63]  it
[177.63-177.73]  got
[177.73-177.89]  to
[177.89-177.99]  be
[177.99-178.29]  dark,
[178.75-178.81]  the
[178.81-179.09]  shades
[179.09-179.29]  were
[179.29-179.57]  pulled.
[179.93-180.07]  I
[180.07-180.29]  felt
[180.29-180.63]  like
[180.63-181.19]  for
[181.19-181.31]  a
[181.31-181.53]  long
[181.53-181.95]  time,
[182.13-182.21]  and
[182.21-182.29]  I
[182.29-182.47]  still
[182.47-182.73]  am,
[182.85-182.91]  I'm
[182.91-183.25]  very
[183.25-183.73]  hyper
[183.73-184.11]  aware
[184.11-184.93]  of
[184.93-185.31]  where
[185.31-185.51]  I'm
[185.51-185.79]  at,
[186.01-186.13]  who's
[186.13-186.53]  around.
[186.97-187.19]  People
[187.19-187.41]  were
[187.41-187.83]  worried.
[188.29-188.31]  I
[188.31-188.45]  mean,
[188.67-189.09]  it's
[189.09-189.21]  just
[189.21-189.57]  that's
[189.57-189.57]  the
[189.57-189.71]  way
[189.71-189.83]  it
[189.83-190.05]  was.
[191.93-192.23]  Meanwhile,
[192.65-193.15]  investigators
[193.15-193.71]  began
[193.71-194.17]  piecing
[194.17-194.49]  together
[194.49-194.79]  a
[194.79-195.09]  picture
[195.09-195.53]  of
[195.53-195.79]  what
[195.79-196.35]  happened
[196.35-196.57]  in
[196.57-197.01]  Anita's
[197.01-197.27]  final
[197.27-197.81]  moments.
[198.35-198.81]  Looking
[198.81-199.05]  through
[199.05-199.17]  her
[199.17-199.51]  phone,
[199.63-200.07]  you
[200.07-200.27]  saw
[200.27-200.45]  some
[200.45-200.75]  text
[200.75-201.25]  messages
[201.25-201.59]  that
[201.59-201.79]  caught
[201.79-201.97]  your
[201.97-202.23]  eye.
[202.43-202.53]  Yeah,
[202.55-202.79]  she
[202.79-202.99]  had
[202.99-203.15]  been
[203.15-203.59]  texting
[203.59-203.99]  Michael
[203.99-204.35]  Van
[204.35-204.71]  into
[204.71-205.11]  the
[205.11-206.49]  late
[206.49-206.87]  night,
[207.03-207.39]  early
[207.39-207.65]  morning
[207.65-208.03]  hours
[208.03-208.41]  of
[208.41-208.83]  Sunday,
[209.37-210.21]  June
[210.21-211.17]  3rd,
[211.17-211.59]  and
[211.59-212.45]  he
[212.45-212.67]  appeared
[212.67-212.85]  to
[212.85-212.95]  be
[212.95-213.07]  the
[213.07-213.35]  last
[213.35-213.55]  one
[213.55-213.67]  to
[213.67-213.87]  have
[213.87-214.07]  any
[214.07-214.37]  sort
[214.37-215.11]  of
[215.11-215.31]  a
[215.31-215.73]  conversation
[215.73-216.29]  with
[216.29-216.55]  her.
[217.33-217.81]  Police
[217.81-218.25]  wanted
[218.25-218.45]  to
[218.45-218.67]  talk
[218.67-218.87]  to
[218.87-219.03]  him
[219.03-219.29]  about
[219.29-219.67]  that.
[220.41-220.97]  Michael.
[221.50-221.68]  You
[221.68-221.98]  came
[221.98-222.28]  down
[222.28-222.52]  here,
[222.64-222.92]  obviously
[222.92-223.30]  you
[223.30-223.50]  heard
[223.50-223.68]  the
