--- Chunk 0 ---
[0.49-0.97]  Hey,
[219.85-220.11]  had
[220.11-220.31]  also
[220.31-220.51]  looked
[220.51-220.87]  around
[220.87-221.37]  her
[221.37-221.85]  bedroom
[221.85-222.13]  and
[222.13-222.31]  I
[222.31-222.55]  noticed
[222.55-222.77]  that
[222.77-222.95]  her
[222.95-223.21]  purse
[223.21-223.51]  was
[223.51-224.03]  there.
[224.39-224.41]  I
[224.41-224.65]  could
[224.65-224.89]  see
[224.89-225.13]  that
[225.13-225.27]  there
[225.27-225.45]  was
[225.45-225.75]  cash
[225.75-225.97]  in
[225.97-226.17]  her
[226.17-226.65]  purse.
[226.83-227.15]  So
[227.15-227.19]  I
[227.19-227.43]  didn't
[227.43-227.69]  feel
[227.69-228.05]  like
[228.05-228.47]  it
[228.47-228.69]  had
[228.69-228.83]  been
[228.83-229.15]  any
[229.15-229.33]  sort
[229.33-230.01]  of
[230.01-230.31]  a
[230.31-230.91]  burglary
[230.91-231.23]  or
[231.23-231.37]  a
[231.37-231.81]  robbery.
[232.16-232.56]  gone
[232.56-232.90]  bad
[232.90-233.26]  type
[233.26-233.46]  of
[233.46-234.02]  situation.
[234.62-234.82]  They
[234.82-235.10]  moved
[235.10-235.28]  in
[235.28-235.42]  need
[235.42-235.54]  as
[235.54-235.88]  body
[235.88-236.16]  to
[236.16-236.28]  the
[236.28-236.72]  floor.
[237.10-237.24]  We
[237.24-237.48]  could
[237.48-237.72]  see
[237.72-237.98]  that
[237.98-238.18]  she
[238.18-238.40]  had
[238.40-238.72]  a
[238.72-239.06]  stab
[239.06-239.40]  wound
[239.40-239.82]  to
[239.82-240.02]  her.

--- Chunk 4 ---
[1.84-2.44]  and
[2.44-3.04]  also
[3.04-3.32]  a
[3.32-3.58]  stab
[3.58-4.02]  wound
[4.02-4.56]  to
[4.56-5.22]  her
[5.22-5.64]  sternum
[5.64-6.14]  area.
[6.90-7.02]  And
[7.02-7.26]  then
[7.26-7.48]  we
[7.48-7.62]  also
[7.62-7.92]  noticed
[7.92-8.18]  on
[8.18-8.34]  the
[8.34-8.72]  mattress
[8.72-9.30]  that
[9.30-9.52]  there
[9.52-9.82]  was
[9.82-10.38]  a
[10.38-10.58]  five
[10.58-10.76]  to
[10.76-11.02]  six
[11.02-11.40]  inch
[11.40-11.70]  circle
[11.70-11.98]  of
[11.98-12.28]  blood
[12.28-12.56]  where
[12.56-12.78]  blood
[12.78-13.02]  had
[13.02-13.26]  drained
[13.26-13.54]  from
[13.54-13.70]  her
[13.70-14.02]  body
[14.02-14.26]  and
[14.26-14.44]  soaked
[14.44-14.70]  into
[14.70-14.88]  the
[14.88-15.52]  mattress.
[16.66-16.84]  Anita
[16.84-17.36]  had
[17.36-17.66]  been
[17.66-17.88]  stabbed
[17.88-18.22]  in
[18.22-18.36]  the
[18.36-18.72]  heart
[18.72-19.38]  and
[19.38-19.56]  the
[19.56-19.80]  evidence
[19.80-20.32]  suggested
[20.32-20.72]  she
[20.72-20.98]  was
[20.98-21.30]  killed
[21.30-22.00]  Sunday
[22.00-22.34]  the
[22.34-22.52]  day
[22.52-23.08]  before.
[24.40-24.64]  Then
[24.64-25.14]  right
[25.14-25.36]  by
[25.36-25.82]  Anita's
[25.82-26.26]  bed,
[26.80-27.08]  investigators
[27.08-27.58]  made
[27.58-27.78]  a
[27.78-27.96]  key
[27.96-28.56]  discovery.
[28.96-29.48]  A
[29.48-29.96]  knife
[29.96-30.42]  with
[30.42-30.52]  a
[30.52-31.06]  distinctive
[31.06-31.64]  tribal
[31.64-32.46]  insignia
[32.46-32.62]  on
[32.62-32.94]  one
[32.94-33.44]  side.
[33.92-34.08]  There
[34.08-34.36]  was
[34.36-34.56]  blood
[34.56-34.80]  on
[34.80-34.94]  the
[34.94-35.30]  blade
[35.30-35.80]  and
[35.80-36.10]  testing
[36.10-36.34]  with
[36.34-36.90]  confirm
[36.90-37.28]  it
[37.28-37.48]  was
[37.48-37.62]  a
[37.62-38.32]  needas.
[39.40-40.04]  Investigators
[40.04-40.42]  gathered
[40.42-40.84]  more
[40.84-41.28]  evidence,
[41.60-41.80]  like
[41.80-41.96]  the
[41.96-42.26]  missing
[42.26-42.74]  screen
[42.74-43.00]  from
[43.00-43.14]  a
[43.14-43.44]  needas
[43.44-43.94]  window.
[44.48-44.56]  The
[44.56-44.92]  maintenance
[44.92-45.34]  man
[45.34-45.56]  said
[45.56-45.76]  he
[45.76-45.94]  had
[45.94-46.18]  taken
[46.18-46.42]  it
[46.42-46.58]  to
[46.58-46.80]  be
[46.80-47.10]  repaired
[47.10-47.56]  earlier
[47.56-47.86]  that
[47.86-48.38]  day.
[48.84-49.02]  It
[49.02-49.24]  had
[49.24-49.48]  been
[49.48-50.16]  slashed.
[50.68-50.86]  It
[50.86-51.14]  appeared
[51.14-51.64]  that
[51.64-51.98]  somebody
[51.98-52.40]  had
[52.40-52.90]  used
[52.90-53.16]  a
[53.16-53.40]  knife
[53.40-53.70]  and
[53.70-54.18]  cut
[54.18-54.46]  kind
[54.46-54.52]  of
[54.52-54.96]  a
[54.96-55.32]  backwards
[55.32-56.02]  L.
[56.98-56.98]  Cut
[56.98-57.30]  into
[57.30-57.50]  the
[57.50-57.86]  screen.
[58.44-59.00]  Is
[59.00-59.32]  that
[59.32-59.52]  how
[59.52-59.68]  the
[59.68-59.88]  killer
[59.88-60.18]  got
[60.18-60.64]  in?
[60.84-61.04]  Or
[61.04-61.30]  did
[61.30-61.72]  someone
[61.72-62.06]  come
[62.06-62.24]  through
[62.24-62.44]  the
[62.44-62.74]  apartment
[62.74-63.38]  door?
[64.14-64.34]  That
[64.34-64.62]  door
[64.62-65.00]  was
[65.00-65.30]  locked
[65.30-65.50]  when
[65.50-65.88]  Anita's
[65.88-66.12]  father
[66.12-66.50]  tried
[66.50-66.66]  to
[66.66-67.00]  enter,
[67.36-67.54]  so
[67.54-67.72]  if
[67.72-68.04]  someone
[68.04-68.32]  came
[68.32-68.52]  in
[68.52-68.76]  that
[68.76-69.12]  way,
[69.44-69.46]  they
[69.46-69.64]  would
[69.64-69.90]  need
[69.90-70.10]  a
[70.10-70.50]  key.
[70.94-71.10]  This
[71.10-71.28]  was
[71.28-71.42]  on
[71.42-71.56]  a
[71.56-71.82]  sort
[71.82-71.82]  of
[71.82-71.98]  lock
[71.98-72.18]  that
[72.18-72.28]  you
[72.28-72.68]  could
[72.68-72.90]  maybe
[72.90-73.26]  pick
[73.26-73.52]  or
[73.52-73.72]  get
[73.72-74.08]  in
[74.08-74.58]  from
[74.58-74.88]  another
[74.88-75.18]  way
[75.18-75.36]  you
[75.36-75.62]  needed
[75.62-75.88]  an
[75.88-76.18]  actual
[76.18-76.50]  key.
[77.76-77.76]  A
[77.76-78.90]  key
[78.90-79.30]  to
[79.30-79.66]  unlock
[79.66-79.92]  the
[79.92-80.28]  door
[80.28-80.96]  and
[80.96-81.26]  re
[81.26-81.42] -lock
[81.42-81.72]  it
[81.72-81.84]  on
[81.84-82.48]  departure.
[83.42-83.62]  Four
[83.62-84.02]  people
[84.02-84.30]  had
[84.30-84.54]  keys
[84.54-84.74]  to
[84.74-84.88]  the
[84.88-85.30]  apartment,
[86.04-86.20]  Anita,
[86.66-86.80]  her
[86.80-87.10]  roommate
[87.10-87.62]  Nicole
[87.87-88.17]  The
[88.17-88.61]  manager,
[89.19-89.37]  and
[89.37-89.55]  that
[89.55-90.01]  maintenance
[90.01-90.57]  man,
[90.85-90.97]  Marty
[90.97-91.25]  and
[91.25-91.65]  now.
[92.43-92.71]  Police
[92.71-93.01]  spoke
[93.01-93.23]  with
[93.23-93.39]  him
[93.39-93.65]  that
[93.65-93.93]  first
[93.93-94.95]  night.
[108.11-108.71]  Into
[108.71-109.03]  the
[109.03-109.33]  same
[109.33-109.79]  room
[109.79-110.25]  where
[110.25-110.61]  Anita
[110.61-111.19]  laid
[111.19-111.79]  dead.
[112.35-112.59]  He
[112.59-112.79]  said
[112.79-113.03]  he
[113.03-113.31]  didn't
[113.31-113.55]  look
[113.55-114.01]  in,
[114.23-114.31]  but
[114.31-114.55]  he
[114.55-114.85]  did
[114.85-115.05]  call
[115.05-115.61]  out.
[115.97-116.15]  No
[116.15-116.53]  answer.
[132.27-132.83]  Just
[132.83-132.91]  in
[132.91-133.11]  those
[133.11-133.35]  first
[133.35-133.67]  initial
[133.67-134.27]  hours,
[134.85-134.93]  was
[134.93-135.07]  he
[135.07-135.27]  ever
[135.27-135.43]  a
[135.43-135.67]  person
[135.67-135.87]  of
[135.87-136.11]  interest
[136.11-136.49]  for
[136.49-136.87]  you?
[137.27-137.45]  He
[137.45-138.27]  was
[138.27-138.47]  a
[138.47-138.77]  person
[138.77-139.13]  of
[139.13-139.53]  interest
[139.53-139.93]  of
[139.93-140.81]  just
[140.81-141.53]  knowing
[141.53-143.17]  that
[143.17-143.71]  he
[143.71-144.19]  had
[144.19-144.67]  knowledge
[144.67-145.05]  of
[145.05-145.37]  what
[145.37-145.55]  was
[145.55-145.97]  going
[145.97-146.49]  on
[146.49-146.69]  there
[146.69-146.85]  or
[146.85-147.03]  what
[147.03-147.31]  happened
[147.31-147.77]  there.
[148.63-148.69]  So,
[148.75-148.95]  of
[148.95-149.19]  course,
[149.57-149.73]  the
[149.73-150.19]  maintenance
[150.19-150.65]  guy
[150.65-151.15]  would
[151.15-151.43]  have
[151.43-151.83]  access
[151.83-152.07]  to
[152.07-152.57]  keys.
[153.17-153.53]  Something
[153.53-153.87]  to
[153.87-154.29]  consider
[154.29-154.75]  as
[154.75-155.17]  police
[155.17-155.61]  dove
[155.61-155.83]  into
[155.83-156.03]  the
[156.03-156.63]  investigation.
[157.17-157.31]  Are
[157.31-157.39]  you
[157.39-157.61]  learning
[157.61-158.03]  more
[158.03-158.35]  about
[158.35-158.73]  Anita
[158.73-159.21]  while
[159.21-159.35]  you're
[159.35-159.49]  there
[159.49-159.63]  at
[159.63-159.83]  the
[159.83-159.97]  scene?
[160.27-160.91]  Yes,
[161.13-161.31]  we
[161.31-161.53]  learn
[161.53-161.81]  that
[161.81-162.23]  she
[162.23-162.67]  lived
[162.67-163.11]  there
[163.11-163.45]  with
[163.45-163.73]  another
[163.73-164.35]  girl.
[165.07-165.43]  Anita's
[165.43-165.81]  roommate,
[165.97-166.25]  Nicole
[166.25-166.85]  Thomas,
[167.07-167.25]  was
[167.25-167.51]  at
[167.51-167.77]  work
[167.77-168.01]  when
[168.01-168.35]  police
[168.35-168.73]  asked
[168.73-168.85]  her
[168.85-168.97]  to
[168.97-169.17]  come
[169.17-169.39]  to
[169.39-169.51]  her
[169.51-169.95]  apartment.
[170.69-170.97]  Now,
[171.05-171.21]  a
[171.21-171.47]  crime
[171.47-171.95]  scene.
[172.39-172.59]  She
[172.59-172.81]  said
[172.81-173.15]  she'd
[173.15-173.29]  been
[173.29-173.59]  away
[173.59-173.89]  most
[173.89-174.05]  of
[174.05-174.21]  the
[174.21-174.47]  weekend
[174.47-174.81]  at
[174.81-174.99]  her
[174.99-175.49]  parent's
[175.49-175.85]  home.
[176.13-176.37]  She
[176.37-176.65]  was
[176.65-176.81]  in
[176.81-177.31]  tears
[177.31-177.61]  when
[177.61-177.83]  they
[177.83-178.09]  asked
[178.09-178.25]  her
[178.25-178.49]  about
[178.49-179.03]  Anita.
[200.37-201.07]  They
[201.07-201.77]  talked
[201.77-201.93]  to
[201.93-202.27]  Nicole
[202.27-202.67]  one
[202.67-202.97]  more
[202.97-203.35]  time
[203.35-203.61]  that
[203.61-204.09]  night,
[204.33-204.43]  and
[204.43-204.59]  she
[204.59-204.95]  mentioned
[204.95-205.31]  a
[205.31-205.61]  dance
[205.61-206.05]  club
[206.05-206.33]  that
[206.33-206.51]  Anita
[206.51-207.19]  liked.
[221.41-221.93]  When
[221.93-222.45]  you
[222.45-222.65]  talk
[222.65-222.79]  to
[222.79-223.09]  people
[223.09-223.41]  here,
[223.53-223.77]  especially
[223.77-223.97]  the
[223.97-224.23]  people
[224.23-224.61]  who
[224.61-224.89]  were
[224.89-225.21]  in
[225.21-225.29]  the
[225.29-225.49]  same
[225.49-225.89]  building,
[226.17-226.23]  what
[226.23-226.33]  are
[226.33-226.43]  they
[226.43-226.71]  telling
[226.71-226.85]  you?
[226.93-226.95]  Do
[226.95-227.15]  they
[227.15-227.41]  hear
[227.41-227.93]  anything?
[228.11-228.27]  See
[228.27-228.67]  anything?
[228.83-228.99]  For
[228.99-229.11]  the
[229.11-229.35]  most
[229.35-229.75]  part,
[229.83-230.09]  nobody
[230.09-230.51]  really
[230.51-230.79]  saw
[230.79-230.99]  or
[230.99-231.27]  heard
[231.27-231.69]  anything
[231.69-231.95]  during
[231.95-232.21]  the
[232.21-232.39]  time
[232.39-232.65]  frame
[232.65-232.83]  that
[232.83-232.97]  we
[232.97-233.23]  believe
[233.23-233.43]  the
[233.43-233.79]  homicide
[233.79-234.35]  occurred.
[235.01-235.17]  And
[235.17-235.37]  no
[235.37-235.51]  one
[235.51-235.69]  in
[235.69-235.87]  the
[235.87-236.35]  complex
[236.35-236.93]  seems
[236.93-237.29]  to
[237.29-237.53]  know
[237.53-237.89]  Anita
[237.89-238.29]  all
[238.29-238.59]  that
[238.59-239.09]  well.
[239.49-239.71]  No
[239.71-240.03]  one

--- Chunk 5 ---
[0.00-0.74]  except
[0.74-1.30]  an
[1.30-1.62]  old
[1.62-1.90]  high
[1.90-2.24]  school
[2.24-2.92]  friend,
[3.44-3.62]  20
[3.62-3.90] -year
[3.90-4.14] -old
[4.14-4.48]  Tyler
[4.48-5.22]  Schmolz,
[5.86-6.00]  who
[6.00-6.20]  had
[6.20-6.32]  an
[6.32-6.74]  apartment
[6.74-7.20]  close
[7.20-7.98]  by.
[8.64-8.90]  Police
[8.90-9.24]  found
[9.24-9.56]  him
[9.56-9.86]  hanging
[9.86-10.36]  around
[10.36-10.86]  outside
[10.86-11.40]  Anita's
[11.40-11.68]  apartment
[11.68-12.08]  that
[12.08-12.46]  evening.
[12.82-13.10]  Like
[13.10-13.42]  everyone
[13.42-13.88]  there,
[14.08-14.30]  he
[14.30-14.54]  said
[14.54-14.72]  he
[14.72-14.96]  was
[14.96-15.26]  just
[15.26-15.54]  trying
[15.54-15.70]  to
[15.70-15.96]  find
[15.96-16.36]  out
[16.36-16.66]  what
[16.66-16.98]  happened
[16.98-17.26]  to
[17.26-17.58]  her.
[17.82-18.00]  He
[18.00-18.16]  told
[18.16-18.54]  police
[18.54-18.90]  he
[18.90-19.10]  had
[19.10-19.50]  recently
[19.50-19.86]  spoken
[19.86-20.14]  with
[20.14-20.50]  Anita,
[20.96-21.06]  so
[21.06-21.22]  they
[21.22-21.58]  questioned
[21.58-22.02]  him
[22.02-22.24]  in
[22.24-22.38]  the
[22.38-22.60]  crime
[22.60-23.04]  van.
[28.03-28.51]  Everything
[28.51-28.79]  was
[28.79-28.97]  going
[28.97-29.29]  okay
[29.29-29.47]  for
[29.47-29.71]  her.
[29.85-30.03]  She
[30.03-30.27]  told
[30.27-30.41]  me
[30.41-30.59]  if
[30.59-30.85]  your
[30.85-31.07]  college
[31.07-31.61]  didn't.
[32.03-32.07]  Yes.
[32.13-32.15]  Are
[32.15-32.25]  you
[32.25-32.41]  going
[32.41-32.59]  to
[32.59-32.77]  college?
[33.41-33.65]  Yes.
[34.09-34.29]  See,
[34.39-34.45]  it's
[34.45-34.65]  your
[34.65-35.03]  college
[35.03-35.29]  as
[35.29-35.39]  well.
[35.57-35.71]  It's
[35.71-36.15]  occasionally
[36.15-36.61]  socially.
[37.51-37.51]  Yes.
[38.03-38.27]  Tyler
[38.27-38.61]  took
[38.61-38.85]  Anita
[38.85-39.15]  to
[39.15-39.55]  prom
[39.55-39.75]  when
[39.75-39.87]  she
[39.87-40.11]  was
[40.11-40.27]  new
[40.27-40.41]  to
[40.41-40.69]  high
[40.69-41.21]  school.
[41.41-41.59]  They
[41.59-41.79]  had
[41.79-42.05]  stayed
[42.05-42.45]  close
[42.45-42.73]  for
[42.73-43.35]  years.
[44.01-44.11]  Oh,
[44.11-44.21]  we
[44.21-44.33]  all
[44.33-44.53]  knew
[44.53-44.75]  that
[44.75-44.91]  he
[44.91-45.09]  had
[45.09-45.23]  a
[45.23-45.41]  crush
[45.41-45.63]  on
[45.63-46.01]  her.
[46.31-46.53]  Everyone
[46.53-46.91]  knew
[46.91-47.15]  it,
[47.93-47.93]  but
[47.93-48.53]  just
[48.53-48.79]  didn't
[48.79-48.95]  bother
[48.95-49.43]  anybody.
[50.27-50.57]  Police
[50.57-50.89]  would
[50.89-51.11]  have
[51.11-51.39]  more
[51.39-51.89]  questions
[51.89-52.21]  for
[52.21-52.53]  Tyler
[52.53-52.99]  down
[52.99-53.35]  the
[53.35-53.65]  road.
[54.09-54.25]  But
[54.25-54.33]  at
[54.33-54.51]  that
[54.51-54.95]  moment,
[55.19-55.19]  they
[55.19-55.47]  got
[55.47-55.77]  busy
[55.77-56.29]  bagging
[56.29-56.73]  evidence.
[56.97-57.75]  Anita's
[57.75-58.07]  hair,
[58.33-58.53]  clothing
[58.53-59.19]  items,
[59.57-59.67]  and
[59.67-59.81]  a
[59.81-60.13]  pink
[60.13-60.39]  sheet
[60.39-60.61]  from
[60.61-60.85]  her
[60.85-61.25]  bed
[61.25-61.57]  to
[61.57-61.73]  send
[61.73-61.99]  out
[61.99-62.17]  her
[62.17-62.71]  testing.
[63.35-63.55]  As
[63.55-63.73]  they
[63.73-64.17]  did,
[64.51-64.63]  the
[64.63-64.95]  story
[64.95-65.23]  of
[65.23-65.39]  a
[65.39-65.71]  well
[65.71-66.07] -liked
[66.07-66.43]  young
[66.43-66.85]  college
[66.85-67.39]  student,
[67.67-67.89]  killed
[67.89-68.17]  in
[68.17-68.43]  her
[68.43-68.67]  own
[68.67-69.11]  bedroom,
[69.77-69.81]  was
[69.81-70.29]  becoming
[70.29-70.77]  big
[70.77-71.55]  news.
[72.01-72.17]  There
[72.17-72.29]  are
[72.29-72.49]  no
[72.49-72.89]  suspects
[72.89-73.35]  at
[73.35-73.53]  this
[73.53-73.79]  time
[73.79-74.05]  as
[74.05-74.29]  please
[74.29-74.73]  continue
[74.73-74.97]  to
[74.97-75.23]  canvas
[75.23-75.53]  the
[75.53-75.91]  neighborhood
[75.91-76.23]  to
[76.23-76.43]  find
[76.43-76.65]  out
[76.65-76.81]  if
[76.81-77.09]  anyone
[77.09-77.45]  knows
[77.45-77.79]  more
[77.79-78.25]  details.
[79.09-79.33]  There
[79.33-79.61]  was
[79.61-79.95]  one
[79.95-80.39]  person
[80.39-80.83]  who
[80.83-81.51]  might,
[81.93-82.17]  Sergeant
[82.17-82.67]  Goodman,
[82.75-82.95]  found
[82.95-83.21]  his
[83.21-83.53]  name
[83.53-83.85]  on
[83.85-84.39]  Anita's
[84.39-84.57]  cell
[84.57-85.01]  phone.
[85.18-85.62]  On
[85.62-85.80]  the
[85.80-86.06]  last
[86.06-86.32]  night
[86.32-86.42]  of
[86.42-86.58]  her
[86.58-86.96]  life,
[87.28-87.32]  she
[87.32-87.50]  had
[87.50-87.62]  been
[87.62-87.94]  texting
[87.94-88.24]  with
[88.24-88.46]  a
[88.46-88.72]  man
[88.72-89.24]  named
[89.24-89.74]  Michael
[89.74-90.26]  Van,
[90.72-90.92]  right
[90.92-91.20]  before
[91.20-91.42]  she
[91.42-91.72]  was
[91.72-92.16]  killed.
[93.76-94.02]  So
[94.02-94.44]  who
[94.44-95.02]  was
[95.02-95.38]  Michael
[95.38-95.98]  Van?
[116.36-116.90]  As
[116.90-117.08]  the
[117.08-117.28]  news
[117.28-117.50]  of
[117.50-117.82]  18
[117.82-118.12] -year
[118.12-118.32] -old
[118.32-118.68]  Anita
[118.68-119.40]  Knutson's
[119.40-119.72]  murder
[119.72-120.26]  spilled
[120.26-120.56]  into
[120.56-120.78]  the
[120.78-120.94]  city
[120.94-121.20]  of
[121.20-121.70]  Maynott,
[122.12-122.30]  the
[122.30-122.72]  fear
[122.72-123.32]  was
[123.32-124.18]  palpable.
[125.00-125.14]  Police
[125.14-125.54]  arrived
[125.54-125.82]  at
[125.82-125.90]  the
[125.90-126.10]  scene
[126.10-126.40]  shortly
[126.40-126.76]  after
[126.76-127.12]  5
[127.12-127.42]  p
[127.42-127.50] .m.
[127.64-127.96]  yesterday
[127.96-128.36]  and
[128.36-128.60]  found
[128.60-129.18]  Knutson
[129.18-129.46]  in
[129.46-129.60]  her
[129.60-130.02]  bedroom.
[130.26-130.26]  It
[130.26-130.50]  appears
[130.50-130.78]  at
[130.78-130.86]  this
[130.86-131.14]  time
[131.14-131.34]  that
[131.34-131.48]  her
[131.48-131.66]  death
[131.66-131.92]  was
[131.92-132.18]  caused
[132.18-132.44]  by
[132.44-132.58]  an
[132.58-132.88]  unknown
[132.88-133.70]  intruder.
[133.96-133.98]  I
[133.98-134.12]  want
[134.12-134.20]  to
[134.20-134.36]  ask
[134.36-134.62]  you
[134.62-134.84]  just
[134.84-135.08]  from
[135.08-135.22]  the
[135.22-135.38]  very
[135.38-135.76]  beginning,
[136.24-136.28]  when
[136.28-136.48]  this
[136.48-136.80]  first
[136.80-137.16]  happened,
[137.18-137.54]  how
[137.54-137.90]  major
[137.90-138.28]  was
[138.28-138.52]  this
[138.52-139.00]  news?
[139.38-139.70]  Wow,
[140.10-140.10]  it
[140.10-140.62]  was
[140.62-141.04]  huge
[141.04-141.68]  news.
[142.32-142.56]  Kim
[142.56-143.00]  Funding's
[143.00-143.20]  land
[143.20-143.50]  was
[143.50-143.76]  born
[143.76-144.02]  and
[144.02-144.28]  raised
[144.28-144.62]  in
[144.62-144.98]  Maynott.
[145.26-145.78]  He
[145.78-146.02]  covered
[146.02-146.54]  Anita's
[146.54-146.92]  case
[146.92-147.38]  first
[147.38-147.64]  for
[147.64-147.74]  the
[147.74-148.02]  local
[148.02-148.32]  TV
[148.32-148.88]  station
[148.88-149.46]  and
[149.46-149.70]  later
[149.70-150.00]  for
[150.00-150.16]  the
[150.16-150.52]  Minot
[150.52-150.82]  Daily
[150.82-151.64]  News.
[151.80-152.20]  So
[152.20-152.36]  it
[152.36-152.70]  was
[152.70-153.52]  monstrous
[153.52-153.88]  news
[153.88-154.22]  and
[154.22-154.30]  the
[154.30-154.44]  whole
[154.44-154.82]  community
[154.82-155.20]  was
[155.20-155.78]  mesmerized
[155.78-155.98]  by
[155.98-156.16]  the
[156.16-156.52]  story
[156.52-157.28]  and
[157.28-157.88]  riveted
[157.88-158.38]  to
[158.38-158.68]  it.
[158.84-159.16]  While
[159.16-159.54]  some
[159.54-159.80]  were
[159.80-160.36]  riveted,
[160.86-161.18]  Anita's
[161.18-161.52]  family
[161.52-161.78]  and
[161.78-162.22]  friends
[162.22-162.70]  were
[162.70-163.04]  frozen
[163.04-163.36]  in
[163.36-163.86]  place.
[164.30-164.46]  Was
[164.46-164.70]  this
[164.70-164.86]  a
[164.86-165.00]  scary
[165.00-165.30]  time
[165.30-165.46]  for
[165.46-165.82]  you?
[166.22-166.54]  Definitely.
[167.22-167.38]  For
[167.38-167.92]  us
[167.92-168.22]  living
[168.22-168.50]  in
[168.50-168.90]  Minot,
[169.04-169.12]  what
[169.12-169.26]  we
[169.26-169.44]  think
[169.44-169.66]  is
[169.66-169.84]  a
[169.84-170.04]  safe
[170.04-170.64]  community
[170.64-171.36]  and
[171.36-171.68]  who
[171.68-171.90]  really
[171.90-172.18]  cares
[172.18-172.34]  if
[172.34-172.48]  your
[172.48-172.68]  doors
[172.68-172.88]  are
[172.88-173.10]  locked
[173.10-173.28]  or
[173.28-173.76]  not.
[174.57-174.85]  from
[174.85-175.15]  that
[175.15-175.35]  day
[175.35-175.61]  on,
[175.69-175.75]  the
[175.75-175.97]  doors
[175.97-176.31]  were
[176.31-176.75]  definitely
[176.75-177.21]  locked
[177.21-177.61]  when
[177.61-177.77]  it
[177.77-177.85]  got
[177.85-177.97]  to
[177.97-178.15]  be
[178.15-178.43]  dark.
[178.73-178.91]  The
[178.91-179.15]  shades
[179.15-179.43]  were
[179.43-179.73]  pulled.
[180.19-180.19]  I
[180.19-180.39]  felt
[180.39-180.95]  like
[180.95-181.35]  for
[181.35-181.41]  a
[181.41-181.63]  long
[181.63-182.11]  time,
[182.19-182.35]  and
[182.35-182.41]  I
[182.41-182.59]  still
[182.59-182.83]  am.
[182.93-183.15]  I'm
[183.15-183.25]  like
[183.25-183.53]  very
[183.53-184.47]  hyperware
[184.47-185.15]  of
[185.15-185.33]  like
[185.33-185.45]  where
[185.45-185.69]  I'm
[185.69-185.99]  at,
[186.09-186.27]  who's
[186.27-186.71]  around.
[187.01-187.29]  People
[187.29-187.57]  were
[187.57-188.01]  worried.
[188.39-188.39]  I
[188.39-188.57]  mean,
[188.89-188.89]  that
[188.89-189.15]  it
[189.15-189.35]  just
[189.35-189.55]  got
[189.55-189.67]  to
[189.67-189.79]  where
[189.79-189.89]  it
[189.89-190.33]  was.
[191.99-192.39]  Meanwhile,
[192.93-193.25]  investigators
[193.25-193.83]  began
[193.83-194.25]  piecing
[194.25-194.65]  together
[194.65-194.89]  a
[194.89-195.27]  picture
[195.27-195.63]  of
[195.63-196.05]  what
[196.05-196.41]  happened
[196.41-196.69]  in
[196.69-197.15]  Anita's
[197.15-197.39]  final
[197.39-197.99]  moments.
[198.35-198.89]  Looking
[198.89-199.07]  through
[199.07-199.29]  her
[199.29-199.83]  phone,
[200.13-200.17]  you
[200.17-200.33]  saw
[200.33-200.63]  some
[200.63-200.89]  text
[200.89-201.33]  messages
[201.33-201.77]  that
[201.77-201.87]  caught
[201.87-202.11]  your
[202.11-202.33]  eye.
[202.43-202.67]  Yeah,
[202.69-202.89]  she
[202.89-203.11]  had
[203.11-203.31]  been
[203.31-203.75]  texting
[203.75-204.15]  Michael
[204.15-204.51]  Van
[204.51-204.85]  into
[204.85-206.43]  the
[206.43-206.61]  late
[206.61-207.07]  night,
[207.33-207.51]  early
[207.51-207.85]  morning
[207.85-208.23]  hours
[208.23-208.55]  of
[208.55-209.23]  Sunday,
[210.25-210.37]  June
[210.37-211.39]  3rd,
[212.13-212.13]  and
[212.13-212.55]  he
[212.55-212.77]  appeared
[212.77-212.95]  to
[212.95-213.03]  be
[213.03-213.15]  the
[213.15-213.41]  last
[213.41-213.65]  one
[213.65-213.77]  to
[213.77-213.99]  have
[213.99-214.25]  any
[214.25-214.49]  sort
[214.49-215.31]  of
[215.31-215.49]  a
[215.49-216.03]  conversation
[216.03-216.43]  with
[216.43-217.23]  her.
[217.59-217.99]  Police
[217.99-218.35]  wanted
[218.35-218.57]  to
[218.57-218.79]  talk
[218.79-218.97]  to
[218.97-219.15]  him
[219.15-219.41]  about
[219.41-220.29]  that.
[220.81-221.03]  Michael?
[221.50-221.78]  You
[221.78-222.10]  came
[222.10-222.44]  down
[222.44-222.70]  here,
[222.76-223.10]  obviously.
[223.40-223.40]  You
[223.40-223.62]  heard
[223.62-223.76]  the
[223.76-223.96]  news
[223.96-224.20]  about
[224.20-224.44]  what
[224.44-224.72]  occurred.
[225.72-226.24]  And
[226.24-226.44]  you
[226.44-226.60]  want
[226.60-226.70]  to
[226.70-226.90]  talk
[226.90-227.12]  about
[227.12-227.26]  it.
[227.40-227.46]  You
[227.46-228.58]  said
[228.58-228.82]  it
[228.82-228.82]  was
[228.82-228.90]  a
[228.90-229.06]  friend
[229.06-229.22]  of
[229.22-229.38]  yours.
[229.64-229.64]  Is
[229.64-229.74]  that
[229.74-230.06]  correct?
[231.82-232.34]  24
[232.34-232.84] -year
[232.84-233.02] -old
[233.02-233.30]  Michael
[233.30-233.76]  Van
[233.76-234.06]  had
[234.06-234.34]  been
[234.34-234.50]  a
[234.50-234.86]  military
[234.86-235.38]  brat
[235.38-235.66]  his
