--- Chunk 0 ---
[5.43-5.87]  Hei!
[3.36-3.50]  han
[3.50-3.72]  er.
[9.64-10.40]  Nå
[10.40-11.04]  tilbake
[11.04-11.20]  til
[11.20-11.58]  episode.
[16.84-17.60]  Gjøy
[17.60-17.70]  var
[17.70-18.10]  ganske
[18.10-19.10]  liten.
[19.88-20.38]  Han
[20.38-20.54]  var
[20.54-21.28]  tynn,
[21.96-22.26]  litt
[22.26-22.40]  som
[22.40-22.78]  spe.
[29.36-29.86]  Mot
[29.86-30.30]  slutten
[30.30-30.38]  av
[30.38-30.98]  barneskolen
[30.98-31.40]  var
[31.40-31.78]  Geir
[31.78-32.06]  stort
[32.06-32.28]  sett
[32.28-32.52]  en
[32.52-32.96]  blid
[32.96-33.08]  og
[33.08-33.54]  smilende
[33.54-34.20]  gutt.
[34.20-34.46]  Selv
[34.46-34.52]  om
[34.52-34.64]  ikke
[34.64-35.02]  alt
[35.02-35.34]  veian
[35.34-35.56]  selv
[35.56-35.90]  var
[35.90-36.24]  helt
[36.24-36.48]  sånn
[36.48-36.56]  som
[36.56-36.94]  Geir
[36.94-37.22]  ønsker
[37.22-37.40]  det.
[40.24-40.92]  Han
[40.92-41.06]  ble
[41.06-41.36]  ofte
[41.36-41.58]  litt
[41.58-42.10]  liten
[42.10-42.42]  og
[42.42-42.64]  litt
[42.64-43.44]  forsvak
[43.44-44.10]  for
[44.10-44.86]  de
[44.86-45.78]  gutterne
[45.78-45.90]  som
[45.90-46.16]  var
[46.16-47.26]  store.
[49.24-49.66]  Og
[49.66-50.12]  det
[50.12-50.52]  takk
[50.52-50.64]  han
[50.64-50.82]  då
[50.82-51.06]  aldri.
[52.54-53.06]  Det
[53.06-53.30]  ble
[53.30-53.46]  jo
[53.46-53.66]  liksom
[53.66-54.00]  mer
[54.00-54.14]  og
[54.14-54.38]  mer
[54.38-55.18]  synlig.
[55.32-55.42]  De
[55.42-55.90]  første
[55.90-56.32]  årene
[56.32-56.78]  er
[56.78-57.02]  ikke
[57.02-57.36]  så
[57.36-57.78]  synlig,
[57.84-57.94]  men
[57.94-58.10]  det
[58.10-58.40]  blir
[58.40-59.14]  veldig
[59.14-59.60]  synlig
[59.60-59.78]  når
[59.78-60.02]  du
[60.02-60.80]  blir
[60.80-63.46]  11
[63.46-63.82] -12
[63.82-64.12] -13
[64.12-64.48]  år
[64.48-64.68]  og
[64.68-65.28]  spiller
[65.28-65.54]  på
[65.54-66.32]  guttelager
[66.32-66.92]  for
[66.92-67.46]  fotball.
[67.84-67.98]  Da
[67.98-68.18]  blir
[68.18-68.32]  det
[68.32-68.66]  veldig
[68.66-69.06]  synlig.
[70.50-70.82]  Vi
[70.82-71.14]  sa
[71.14-71.28]  jo
[71.28-71.46]  til
[71.46-71.72]  denne,
[71.78-71.88]  ja,
[71.92-72.00]  men
[72.00-72.28]  du
[72.28-72.52]  er
[72.52-72.78]  jo
[72.78-73.10]  så
[73.10-73.66]  rask.
[73.94-74.16]  Du
[74.16-74.28]  er
[74.28-74.36]  jo
[74.36-74.90]  kjemper
[74.90-75.10]  rask.
[75.22-75.28]  Du
[75.28-75.46]  kan
[75.46-75.96]  dribble,
[76.02-76.14]  du
[76.14-76.50]  kan
[76.50-77.50]  ...
[79.27-79.85]  Gjøre
[79.85-80.43]  andre
[80.43-80.73]  ting
[80.73-81.05]  enn
[81.05-81.19]  de
[81.19-82.43]  største
[82.43-83.11]  gutterne
[83.11-83.25]  kan
[83.25-83.59]  gjøre.
[84.93-85.51]  Da
[85.51-86.17]  vi
[86.17-87.87]  snakket
[87.87-88.07]  så
[88.07-88.27]  pass
[88.27-88.61]  mye
[88.61-88.75]  om
[88.75-88.91]  at
[88.91-89.15]  vi
[89.15-89.35]  gikk
[89.35-89.57]  til
[89.57-89.81]  en
[89.81-90.59]  lege
[90.59-90.79]  for
[90.79-90.95]  å
[90.95-91.25]  se
[91.25-91.99]  om
[91.99-92.11]  man
[92.11-94.55]  mangler
[94.55-94.77]  noe
[94.77-94.85]  i
[94.85-95.59]  væksthormona.
[96.89-97.47]  Og
[97.47-97.95]  det
[97.95-98.23]  gjorde
[98.23-98.37]  han
[98.37-98.59]  ikke.
[99.55-99.73]  Men
[99.73-99.89]  det
[99.89-100.47]  var
[100.47-100.73]  så
[100.73-101.03]  pass
[101.03-101.25]  da
[101.25-101.39]  at
[101.39-101.53]  vi
[101.53-101.79]  tok
[101.79-101.97]  det
[101.97-102.27]  veldig
[102.27-102.83]  alvorlig
[102.83-103.05]  og
[103.05-104.05]  nettopp
[104.05-104.25]  fordi
[104.25-104.67]  han
[104.67-104.87]  var
[104.87-105.43]  leisig
[105.43-105.87]  for
[105.87-106.03]  det.
[107.26-107.68]  Han
[107.68-107.82]  var
[107.82-108.06]  mer
[108.06-108.80]  kritisk
[108.80-108.92]  til
[108.92-109.02]  å
[109.02-109.02]  huske
[109.02-109.14]  den
[109.14-109.32]  egen
[109.32-109.72]  kroppen,
[109.84-109.86]  det
[109.86-110.32]  andre
[110.32-110.50]  var.
[112.16-112.58]  Han
[112.58-113.36]  mente
[113.36-113.70]  selv
[113.70-113.84]  også
[113.84-113.98]  at
[113.98-113.98]  han
[113.98-114.14]  hadde
[114.14-114.76]  utstående
[114.76-115.12]  øvere
[115.12-115.24]  en
[115.24-115.70]  periodisk
[115.70-115.82]  øve.
[115.94-116.24]  Ja,
[116.42-116.54]  det
[116.54-116.88]  husker
[116.88-116.96]  jeg.
[117.24-117.66]  Den
[117.66-118.06]  var
[118.06-118.52]  helt
[118.52-118.96]  flotte
[118.96-119.18]  øvere.
[119.40-119.58]  Ja,
[121.68-121.76]  jeg
[121.76-122.04]  husker
[122.04-122.14]  det.
[122.54-122.96]  Han
[122.96-123.24]  så
[123.24-123.40]  litt
[123.40-123.58]  som
[123.58-124.04]  lytte
[124.04-124.18]  og
[124.18-124.26]  sa
[124.26-124.46]  selv
[124.46-124.58]  som
[124.58-124.74]  ikke
[124.74-124.94]  var
[124.94-125.04]  der.
[125.80-126.00]  Ja.
[127.40-127.82]  Så
[127.82-127.90]  han
[127.90-128.00]  var
[128.00-129.24]  kritisk
[129.24-129.36]  til
[129.36-129.50]  seg
[129.50-129.80]  selv,
[130.16-130.58]  som
[130.58-131.34]  var
[131.34-131.60]  helt
[131.60-132.44]  undervendig.
[138.86-139.38]  Siden
[139.38-139.62]  denne
[139.62-139.98]  tråden
[139.98-140.22]  har
[140.22-140.38]  blitt
[140.38-140.48]  en
[140.48-140.68]  slags
[140.68-141.38]  potensiell
[141.38-141.78]  junk
[141.78-142.10] -in
[142.10-142.22] -the
[142.22-142.52] -making
[142.52-143.18] -dokumentar,
[143.66-144.00]  tenkte
[144.00-144.10]  jeg
[144.10-144.22]  å
[144.22-144.22]  gi
[144.22-144.32]  en
[144.32-144.80]  oppdatering.
[146.14-146.66]  Den
[146.66-147.00]  13.
[147.18-147.58]  december
[147.58-148.24]  2013
[148.24-149.08]  drøye
[149.08-149.42]  seks
[149.42-149.74]  uker
[149.74-149.98]  etter
[149.98-150.08]  at
[150.08-150.32]  Geir
[150.32-150.74]  startet
[150.74-151.16]  tråden,
[151.44-151.50]  så
[151.50-151.60]  gi
[151.60-151.68]  inn
[151.68-152.08]  følgerne
[152.08-152.24]  sine
[152.24-152.46]  en
[152.46-152.84]  status.
[154.48-155.00]  Jeg
[155.00-155.02]  har
[155.02-155.18]  blitt
[155.18-155.44]  noe
[155.44-155.88]  fysisk
[155.88-156.36]  avhengig
[156.36-156.90]  for
[156.90-157.08]  en
[157.08-157.70]  medium
[157.70-158.08]  sterk
[158.08-158.76]  forskjølse
[158.76-159.00]  når
[159.00-159.08]  jeg
[159.08-159.22]  går
[159.22-159.52]  to
[159.52-159.70]  til
[159.70-159.90]  tre
[159.90-160.12]  dager
[160.12-160.50]  uten.
[161.26-161.44]  Jeg
[161.44-161.50]  er
[161.50-161.64]  ikke
[161.64-162.18]  utholdtlig,
[162.84-162.94]  men
[162.94-163.04]  når
[163.04-163.14]  jeg
[163.14-163.60]  presterer
[163.60-163.88]  dårlig
[163.88-164.28]  jobb
[164.28-164.46]  på
[164.46-164.58]  grunn
[164.58-164.74]  av
[164.74-165.18]  angst,
[165.38-165.60]  som
[165.60-165.72]  var
[165.72-165.84]  der
[165.84-166.06]  før
[166.06-166.42]  heroin
[166.42-166.64]  nå,
[167.18-167.36]  Er
[167.36-167.46]  det
[167.46-167.68]  lett
[167.68-167.84]  å
[167.84-168.20]  unnskylde
[168.20-168.32]  at
[168.32-168.42]  jeg
[168.42-168.54]  bare
[168.54-168.66]  skal
[168.66-168.84]  ta
[168.84-169.04]  litt?
[170.48-170.88]  Noe
[170.88-171.08]  annet
[171.08-171.16]  jeg
[171.16-171.24]  har
[171.24-171.52]  merket
[171.52-171.90]  er
[171.90-172.00]  at
[172.00-172.08]  jeg
[172.08-172.22]  ikke
[172.22-172.52]  gidder
[172.52-172.64]  å
[172.64-172.92]  skrive
[172.92-173.06]  på
[173.06-173.56]  forummet,
[173.94-174.18]  eller
[174.18-174.56]  tjatte
[174.56-174.66]  med
[174.66-174.92]  folk,
[175.54-175.64]  men
[175.64-175.94]  mindre
[175.94-176.06]  har
[176.06-176.28]  noe
[176.28-176.42]  inn
[176.42-176.48]  å
[176.48-176.84]  borge.
[179.72-180.12]  Uff,
[180.26-180.56]  denne
[180.56-180.72]  tråd
[180.72-180.86]  er
[180.86-181.30]  trist.
[181.90-182.04]  Jeg
[182.04-182.14]  vet
[182.14-182.40]  at
[182.40-182.52]  det
[182.52-182.70]  ikke
[182.70-182.78]  er
[182.78-183.18]  forummet
[183.18-183.28]  for
[183.28-184.14]  moralprekning,
[184.70-184.82]  men
[184.82-185.04]  slik
[185.04-185.18]  det
[185.18-185.46]  høres
[185.46-185.64]  ut
[185.64-185.96]  kommer
[185.96-186.18]  dette
[186.18-186.44]  bare
[186.44-186.58]  til
[186.58-186.66]  å
[186.66-186.80]  gå
[186.80-187.08]  en
[187.08-187.64]  vei,
[187.70-187.88]  og
[187.88-188.26]  innest
[188.26-188.52]  inne
[188.52-188.92]  er
[188.92-189.02]  du
[189.02-189.22]  klar
[189.22-189.40]  over
[189.40-189.50]  det.
[190.66-191.06]  Klassisk
[191.06-191.20]  å
[191.20-191.60]  tenke,
[191.88-191.96]  jeg
[191.96-192.10]  skal
[192.10-192.48]  slutte
[192.48-192.68]  etter
[192.68-192.92]  neste
[192.92-193.18]  gang.
[194.14-194.32]  Hvis
[194.32-194.46]  du
[194.46-194.60]  er
[194.60-194.82]  ærlig
[194.82-195.16]  talt
[195.16-195.64]  mener
[195.64-195.76]  at
[195.76-195.86]  du
[195.86-195.98]  kan
[195.98-196.38]  slutte
[196.38-196.58]  nå,
[196.99-197.43]  Gjør
[197.43-197.59]  det.
[198.23-198.55]  Og
[198.55-198.89]  takk
[198.89-199.01]  for
[199.01-199.13]  at
[199.13-199.21]  du
[199.21-199.37]  holder
[199.37-199.55]  oss
[199.55-199.73]  opp
[199.73-200.19]  dettert.
[204.61-205.13]  Som
[205.13-205.43]  regel
[205.43-206.07]  bruker
[206.07-206.15]  jeg
[206.15-206.27]  bare
[206.27-206.67]  to
[206.67-206.87]  til
[206.87-207.13]  tre
[207.13-207.43]  dager
[207.43-207.57]  i
[207.57-207.79]  uken.
[208.49-208.75]  Så
[208.75-208.93]  skal
[208.93-209.23]  djulet
[209.23-209.39]  mitt
[209.39-209.77]  er
[209.77-210.03]  radert
[210.03-210.29]  chill
[210.29-210.65]  halv
[210.65-210.89]  uka
[210.89-211.27]  og
[211.27-211.35]  så
[211.35-211.69]  dritt
[211.69-212.19]  resten.
[213.09-213.41]  Siden
[213.41-213.91]  forbruket
[213.91-214.11]  mitt
[214.11-214.41]  er
[214.41-214.49]  så
[214.49-214.61]  pass
[214.61-214.93]  lite
[214.93-215.41]  er
[215.41-215.43]  det
[215.43-215.55]  ikke
[215.55-215.77]  for
[215.77-216.25]  vanskelig
[216.25-216.35]  å
[216.35-216.75]  slutte
[216.75-217.01]  eller
[217.01-217.21]  ta
[217.21-217.53]  pauser.
[218.31-218.61]  Men
[218.61-219.07]  problemet
[219.07-219.15]  er
[219.15-219.29]  at
[219.29-219.39]  jeg
[219.39-219.51]  ikke
[219.51-219.55]  har
[219.55-219.85]  lyst.
[223.03-223.45]  Jeg
[223.45-223.55]  vet
[223.55-224.19]  akkurat
[224.19-224.51]  hvordan
[224.51-224.63]  du
[224.63-224.85]  har
[224.85-224.97]  det
[224.97-225.09]  og
[225.09-225.21]  hva
[225.21-225.31]  du
[225.31-225.65]  tenker.
[226.28-226.76]  Jeg
[226.76-227.06]  tipper
[227.06-227.22]  du
[227.22-227.36]  får
[227.36-227.46]  en
[227.46-227.64]  slags
[227.64-228.24]  lettelse
[228.24-228.58]  kvær
[228.58-228.78]  om
[228.78-228.82]  du
[228.82-228.90]  har
[228.90-229.14]  gått
[229.14-229.52]  uten
[229.52-229.62]  i
[229.62-229.94]  stuen.
[230.32-230.64]  Typer,
[231.02-231.24]  yes,
[231.74-231.86]  jeg
[231.86-231.92]  er
[231.92-232.00]  jo
[232.00-232.02]  ikke
[232.02-232.24]  noe
[232.24-232.48]  særlig
[232.48-232.64]  i
[232.64-233.20]  avhengig
[233.20-233.30]  i
[233.30-233.36]  det
[233.36-233.46]  hele
[233.46-233.80]  tatt.
[234.24-234.34]  Jeg
[234.34-234.80]  kuler
[234.80-235.04]  annet
[235.04-235.30]  heller
[235.30-235.54]  om
[235.54-235.66]  jeg
[235.66-235.68]  er
[235.68-235.98]  ukast
[235.98-236.10]  i.
[236.90-237.38]  Newsflash,
[238.06-238.14]  du
[238.14-238.26]  har
[238.26-238.54]  reddet
[238.54-239.02]  langt
[239.02-239.30]  forbi
[239.30-239.80]  avhengig.

--- Chunk 5 ---
[0.00-0.10]  Du
[0.10-0.32]  lurer
[0.32-0.46]  deg
[0.46-0.74]  selv
[0.74-0.92]  til
[0.92-0.98]  å
[0.98-1.32]  true
[1.32-1.56]  noe
[1.56-1.80]  annet,
[1.94-1.96]  og
[1.96-2.08]  når
[2.08-2.20]  du
[2.20-2.60]  faktisk
[2.60-3.18]  innsetter
[3.18-3.64]  sjøl,
[3.90-4.10]  så
[4.10-4.16]  er
[4.16-4.24]  du
[4.24-4.60]  virkelig
[4.60-5.00]  langt
[5.00-5.14]  inn
[5.14-5.24]  i
[5.24-5.32]  det.
[6.06-6.18]  Jeg
[6.18-6.30]  kan
[6.30-6.72]  garantere
[6.72-6.88]  deg
[6.88-7.14]  en
[7.14-7.38]  ting.
[7.76-8.14]  Kjerpe
[8.14-8.28]  deg
[8.28-8.48]  ikke
[8.48-8.68]  med
[8.68-8.96]  en
[8.96-9.14]  gang,
[9.30-9.38]  så
[9.38-9.46]  jeg
[9.46-9.52]  så
[9.52-9.86]  synes
[9.86-10.20]  livet
[10.20-10.28]  er
[10.28-10.76]  dødlagt.
[12.78-13.16]  Jeg
[13.16-13.30]  har
[13.30-13.78]  faktisk
[13.78-14.26]  innsett
[14.26-14.44]  at
[14.44-14.56]  jeg
[14.56-15.04]  avhengig.
[16.10-16.48]  Problemet
[16.48-16.64]  mitt
[16.64-17.10]  er
[17.10-17.26]  bare
[17.26-17.36]  at
[17.36-17.44]  jeg
[17.44-17.58]  ikke
[17.58-17.88]  bryr
[17.88-17.96]  meg
[17.96-18.06]  om
[18.06-18.36]  hvilken
[18.36-18.60]  vei
[18.60-18.68]  jeg
[18.68-18.84]  går.
[20.54-20.92]  Kort
[20.92-21.16]  sagt
[21.16-21.38]  så
[21.38-21.78]  driter
[21.78-21.96]  du
[21.96-22.16]  i
[22.16-22.32]  om
[22.32-22.42]  du
[22.42-22.58]  blir
[22.58-23.10]  narkomann.
[23.66-23.84]  Då
[23.84-23.98]  er
[23.98-24.06]  det
[24.06-24.20]  ikke
[24.20-24.36]  så
[24.36-24.48]  mye
[24.48-24.72]  jeg
[24.72-24.82]  kan
[24.82-25.12]  gjøre.
[26.98-27.38]  Ikke
[27.38-27.50]  for
[27.50-27.58]  å
[27.58-27.70]  være
[27.70-28.64]  respektløs,
[28.90-29.00]  men
[29.00-29.16]  for
[29.16-29.36]  alle
[29.36-29.86]  framstår
[29.86-30.00]  jo
[30.00-30.10]  den
[30.10-30.50]  tråden
[30.50-30.66]  som
[30.66-30.78]  et
[30.78-31.26]  innblikk
[31.26-31.40]  i
[31.40-31.46]  en
[31.46-31.70]  person
[31.70-32.02]  som
[32.02-32.06]  er
[32.06-32.16]  på
[32.16-32.36]  vei
[32.36-32.48]  ned
[32.48-32.62]  i
[32.62-33.30]  avgrunnen.
[34.36-34.76]  Hver
[34.76-34.90]  som
[34.90-35.30]  gjør
[35.30-35.56]  at
[35.56-35.64]  du
[35.64-36.02]  bruker
[36.02-36.48]  heroinen
[36.48-36.74]  for
[36.74-36.80]  å
[36.80-36.98]  komme
[36.98-37.14]  deg
[37.14-37.40]  gjennom
[37.40-37.80]  dagene.
[41.60-42.00]  I
[42.00-42.44]  barndommen
[42.44-42.88]  var
[42.88-43.16]  altså
[43.16-43.42]  Geir
[43.42-43.62]  en
[43.62-43.92]  kjapp
[43.92-44.20]  og
[44.20-44.82]  uredgutt,
[45.06-45.32]  kanskje
[45.32-45.50]  litt
[45.50-45.90]  liten,
[46.16-46.24]  eller
[46.24-46.36]  i
[46.36-46.44]  hvert
[46.44-46.66]  fall
[46.66-46.84]  så
[46.84-47.28]  opplevde
[47.28-47.36]  han
[47.36-47.48]  seg
[47.48-47.80]  selv
[47.80-48.00]  som
[48.00-48.16]  det,
[48.60-48.72]  men
[48.72-48.88]  med
[48.88-48.96]  en
[48.96-49.40]  stor
[49.40-50.36]  oppdagertrang.
[50.86-50.96]  Og
[50.96-51.04]  da
[51.04-51.32]  Geir
[51.32-51.42]  var
[51.42-51.62]  blitt
[51.62-51.98]  toll
[51.98-52.16]  år
[52.16-52.36]  og
[52.36-52.52]  gikk
[52.52-52.62]  i
[52.62-53.22]  sjuneklasse,
[53.72-53.86]  var
[53.86-53.94]  det
[53.94-54.34]  andre
[54.34-54.48]  som
[54.48-55.02]  oppdagede
[55.02-55.20]  han
[55.20-55.46]  også.
[57.06-57.66]  Geir
[57.66-57.78]  var
[57.78-58.12]  veldig
[58.12-58.44]  søt.
[60.14-60.74]  Blånt
[60.74-61.02]  langt
[61.02-61.28]  hår,
[61.46-61.66]  ganske
[61.66-62.22]  liten,
[62.92-63.26]  kjapp
[63.26-63.44]  i
[63.44-63.82]  kjeften,
[64.38-64.42]  var
[64.42-64.88]  alltid
[64.88-65.10]  noen
[65.10-65.52]  kommentare
[65.52-65.72]  på
[65.72-65.92]  lur.
[66.66-67.08]  Pernille
[67.08-67.42]  gikk
[67.42-67.58]  i
[67.58-68.40]  parallellklassen
[68.40-68.60]  til
[68.60-68.94]  Geir,
[69.38-69.48]  så
[69.48-69.54]  det
[69.54-69.68]  var
[69.68-70.10]  første
[70.10-70.18]  å
[70.18-70.30]  helle
[70.30-70.64]  trinne
[70.64-71.00]  deres
[71.00-71.14]  en
[71.14-71.26]  gang
[71.26-71.48]  skulle
[71.48-71.64]  på
[71.64-72.00]  leir
[72.00-72.42]  sammen
[72.42-72.72]  at
[72.72-72.86]  de
[72.86-73.22]  egentlig
[73.22-73.64]  møttes
[73.64-74.06]  ordentlig.
[74.64-74.80]  Og
[74.80-74.88]  det
[74.88-75.00]  var
[75.00-75.44]  Geir
[75.44-75.66]  som
[75.66-75.84]  tok
[75.84-76.00]  det
[76.00-76.30]  første
[76.30-76.70]  steget.
[78.84-79.44]  Han
[79.44-80.48]  spurte
[80.48-80.68]  min
[80.68-81.60]  bestlinne,
[81.70-81.96]  var
[81.96-82.14]  det
[82.14-82.46]  Pernille
[82.46-82.78]  liker
[82.78-82.86]  å
[82.86-83.18]  snakke
[83.18-83.36]  om,
[84.02-84.26]  så
[84.26-84.48]  sa
[84.48-84.70]  hun,
[86.28-86.64]  Hun
[86.64-86.84]  liker
[86.84-86.92]  å
[86.92-87.12]  snakke
[87.12-87.22]  om
[87.22-87.52]  hest.
[88.96-89.40]  Så
[89.40-89.64]  kom
[89.64-89.82]  han
[89.82-89.96]  til
[89.96-90.10]  meg
[90.10-90.20]  å
[90.20-90.42]  snakke
[90.42-90.56]  om
[90.56-90.88]  hest.
[91.10-91.38]  Vi
[91.38-91.52]  snakk
[91.52-91.62]  at
[91.62-91.72]  han
[91.72-92.04]  visste
[92.04-92.26]  noen
[92.26-92.38]  ting
[92.38-92.52]  om
[92.52-92.80]  hest.
[93.72-94.16]  Det
[94.16-94.42]  er
[94.42-94.50]  det
[94.50-95.30]  første
[95.30-96.26]  minne
[96.26-96.38]  jeg
[96.38-96.52]  har
[96.52-96.74]  av
[96.74-97.06]  han.
[98.16-98.60]  Han
[98.60-98.72]  var
[98.72-98.94]  litt
[98.94-100.36]  småredd
[100.36-100.48]  han,
[100.64-100.72]  fordi
[100.72-100.92]  han
[100.92-101.68]  var
[101.68-101.86]  så
[101.86-102.24]  raske
[102.24-102.98]  kommentarende
[102.98-103.32]  og
[103.32-103.84]  hadde
[103.84-104.62]  snakket
[104.62-104.88]  veldig
[104.88-105.02]  godt
[105.02-105.20]  for
[105.20-105.34]  seg.
[106.62-107.06]  Gjær
[107.06-107.20]  var
[107.20-107.34]  på
[107.34-107.50]  mange
[107.50-107.74]  måter
[107.74-108.10]  kjefen
[108.10-108.24]  i
[108.24-108.48]  klassen.
[109.48-109.66]  Han
[109.66-109.84]  var
[109.84-110.20]  den
[110.20-110.94]  gutta
[110.94-111.04]  som
[111.04-111.46]  opptil,
[111.98-112.36]  og
[112.36-112.54]  som
[112.54-112.88]  jentene
[112.88-112.98]  var
[112.98-113.34]  forølske
[113.34-113.46]  i.
[120.43-120.91]  Første
[120.91-121.29]  gangen
[121.29-121.39]  vi
[121.39-123.43]  fikk...
[123.43-123.75]  Det
[123.75-123.99]  ble
[123.99-124.35]  sagt
[124.35-124.69]  at
[124.69-125.03]  Geir
[125.03-125.23]  var
[125.23-125.41]  en
[125.41-125.93]  leder
[125.93-126.31] -type.
[127.97-128.45]  Ja,
[128.67-128.77]  det
[128.77-128.93]  var
[128.93-129.13]  vel
[129.13-130.77]  da...
[130.77-131.19]  I
[131.19-132.93]  fjer
[132.93-133.05]  og
[133.05-133.43]  femte,
[133.51-133.69]  sjette
[133.69-134.09]  klase.
[134.63-134.85]  Det
[134.85-135.05]  var
[135.05-136.07]  vel...
[136.07-136.55]  Ikke
[136.55-136.71]  noe
[136.71-136.85]  vi
[136.85-136.99]  hadde
[136.99-137.57]  refleksjert
[137.57-137.77]  over
[137.77-137.93]  i
[137.93-138.01]  det
[138.01-138.23]  hele
[138.23-138.49]  tatt.
[139.21-139.61]  At
[139.61-139.73]  han
[139.73-139.87]  skulle
[139.87-140.05]  være
[140.05-140.25]  det.
[141.49-141.85]  Men
[141.85-141.95]  i
[141.95-142.37]  ettertid
[142.37-142.57]  så
[142.57-142.69]  har
[142.69-142.81]  vi
[142.81-142.89]  jo
[142.89-143.41]  forstått
[143.41-143.55]  at
[143.55-143.67]  han
[143.67-143.83]  var
[143.83-144.11]  det.
[145.63-146.11]  Hvis
[146.11-146.55]  Geir
[146.55-146.77]  fant
[146.77-146.99]  på
[146.99-147.23]  noe
[147.23-147.41]  å
[147.41-147.69]  gjøre,
[148.07-148.33]  skulle
[148.33-148.45]  vi
[148.45-148.69]  aldri
[148.69-148.85]  gjøre
[148.85-148.97]  det.
[149.63-150.07]  Nå
[150.07-150.17]  er
[150.17-150.17]  det
[150.17-150.29]  greit
[150.29-150.33]  å
[150.33-150.49]  ikke
[150.49-150.71]  gade
[150.71-150.87]  meg,
[150.95-150.99]  så
[150.99-151.05]  jeg
[151.05-151.31]  sluttet
[151.31-151.51]  alle.
[156.05-156.49]  Jeg
[156.49-156.65]  var
[156.65-156.85]  ikke
[156.85-157.43]  et
[157.43-158.83]  lederskap
[158.83-159.03]  som
[159.03-159.35]  var
[159.35-159.97]  utloktende
[159.97-160.55]  positivt.
[160.67-160.73]  Det
[160.73-160.79]  var
[160.79-161.03]  nok
[161.03-162.67]  en
[162.67-162.87]  del
[162.87-163.33]  negativ
[163.33-163.85]  elementer
[163.85-163.97]  også
[163.97-164.19]  der,
[164.31-164.49]  sikkert
[164.49-164.61]  fra
[164.61-165.11]  lærens
[165.11-165.77]  ståsted.
[169.35-169.79]  En
[169.79-170.01]  gang
[170.01-170.57]  så
[170.57-172.33]  da
[172.33-172.45]  vi
[172.45-172.57]  gikk
[172.57-172.67]  i
[172.67-172.99]  forskjellige
[172.99-173.31]  klasser
[173.31-173.49]  da,
[174.03-174.41]  så
[174.41-176.95]  lærerne
[176.95-177.03]  min
[177.03-177.25]  sto
[177.25-177.47]  å
[177.47-177.75]  prate
[177.75-178.03]  til
[178.03-178.33]  klassen.
[178.75-179.03]  Og
[179.03-179.27]  så
[179.27-179.71]  snudde
[179.71-179.71]  han
[179.71-179.85]  seg
[179.85-180.01]  for
[180.01-180.05]  å
[180.05-180.31]  skrive
[180.31-180.47]  noe
[180.47-180.59]  på
[180.59-180.89]  tavle.
[181.37-181.59]  Og
[181.59-181.71]  mens
[181.71-181.93]  han
[181.93-182.07]  gjorde
[182.07-182.27]  det,
[182.33-182.37]  så
[182.37-182.53]  kom
[182.53-182.79]  Geir
[182.79-183.25]  løpende
[183.25-183.45]  inn
[183.45-183.61]  i
[183.61-183.85]  klassen
[183.85-184.09]  vår,
[184.31-184.51]  satte
[184.51-184.59]  seg
[184.59-184.71]  på
[184.71-184.79]  en
[184.79-185.03]  ledig
[185.03-185.33]  pult,
[185.99-186.03]  og
[186.03-186.11]  så
[186.11-186.35]  snudde
[186.35-186.63]  læreren
[186.63-186.73]  seg
[186.73-187.13]  tilbake,
[187.31-187.33]  og
[187.33-187.41]  så
[187.41-187.69]  rakkade
[187.69-187.75]  han
[187.75-187.89]  på
[187.89-188.05]  hende
[188.05-188.17]  og
[188.17-188.37]  svarte
[188.37-188.53]  på
[188.53-188.99]  spørsmålet.
[189.75-189.95]  Og
[189.95-190.25]  læreren
[190.25-190.49]  bare,
[190.77-190.95]  ja,
[191.53-191.83]  skriver
[191.83-192.27]  riktig,
[192.41-192.45]  og
[192.45-192.57]  så
[192.57-192.73]  løper
[192.73-192.89]  han
[192.89-193.03]  ut
[193.03-193.29]  igjen
[193.29-193.87]  inn
[193.87-193.95]  i
[193.95-193.99]  den
[193.99-194.21]  andre
[194.21-194.51]  klassen.
[195.25-195.33]  Så
[195.33-195.45]  det
[195.45-195.57]  var
[195.57-196.55]  bare
[196.55-196.75]  sånn
[196.75-196.87]  han
[196.87-197.19]  visste
[197.19-197.45]  liksom
[197.45-197.75]  hvor
[197.75-199.25]  mye
[199.25-199.65]  makt
[199.65-199.77]  han
[199.77-200.01]  egentlig
[200.01-200.25]  hadde.
[200.61-200.69]  Og
[200.69-200.79]  det
[200.79-200.89]  var
[200.89-201.63]  både
[201.63-201.93]  han
[201.93-202.07]  gikk
[202.07-202.17]  og
[202.17-202.25]  jeg
[202.25-202.47]  i
[202.47-202.55]  klassen,
[202.65-202.71]  og
[202.71-202.75]  det
[202.75-202.87]  var
[202.87-202.97]  i
[202.97-203.09]  B
[203.09-203.39] -klassen,
[203.47-203.53]  og
[203.53-203.63]  han
[203.63-203.71]  så
[203.71-204.01]  kuttet
[204.01-204.11]  seg
[204.11-204.23]  opp
[204.23-204.35]  til
[204.35-204.43]  han
[204.43-204.59]  der,
[204.73-204.77]  og
[204.77-205.23]  jentene
[205.23-205.47]  liksom
[205.47-205.59]  var
[205.59-205.63]  det.
[209.45-210.09]  Det
[210.09-210.51]  var
[210.51-210.65]  det
[210.65-211.31]  første
[211.31-211.51]  gang
[211.51-211.71]  vi
